id;global_id;kontext;cor_conceptual_head_+1_lemma;target_noun_lemma;Kommentar;Status;Adverbial;prozess;Typ;Valenz;;;;;;;;;;;
271;nzz_1996_04_12_a6_seg6_s5_hit1;Weiter hiess es , eine partnerschaftliche Beziehung zwischen Frankreich und China erfordere einen politischen Dialog , der es erlaubt , alle grossen Fragen gemeinsamen Interesses « ohne Tabu und ohne Komplexe » anzusprechen . ;ansprechen;tabu;;not_done;;;;;;;;;;;;;;;
272;nzz_1996_04_20_a219_seg5_s17_hit1;Einfach spielen , ohne zielgerichteten Zweck . ;spielen;zweck;;not_done;;;;;;;;;;;;;;;
273;nzz_1995_02_11_a147_seg3_s28_hit1;Sie konnten auch ohne Nachteil für den Staatshaushalt vorgenommen werden , weil sich zunächst auch die Aufwandquote des Staates abschwächte . ;vornehmen;nachteil;;not_done;;;;;;;;;;;;;;;
274;nzz_1995_11_30_a184_seg6_s10_hit1;Zynisch , aber nicht unzutreffend meinte er zu den Reiseveranstaltern , sie könnten wie ein Heuschreckenschwarm eine Destination anpeilen , « abfressen » und dann zur nächsten weiterziehen , ungebunden , ohne dauerhafte Verankerung in einer Region . ;weiterzeihen;verankerung;;not_done;;;;;;;;;;;;;;;
275;nzz_1995_01_03_a162_seg5_s4_hit1;Die Öffnung des DDR- Marktes 1990 , die schnellen Lohnsteigerungen im Osten samt den luxuriösen Nebenkosten , die unkritische Übertragung des komplizierten westdeutschen Regelsystems ohne reformerische Tat : Das alles war so unausweichlich wie folgenreich . ;übertragung;tat;;not_done;;;;;;;;;;;;;;;
276;nzz_1995_01_14_a4_seg3_s53_hit1;Der Vater des Internationalismus hatte auch ohne Vorbehalt betont , dass jedes Volk das Recht habe , sich die Staatsordnung selbst auszusuchen , unter der es leben will . ;betonen;vorbehalt;;not_done;;;;;;;;;;;;;;;
277;nzz_1995_02_27_a33_seg1_s3_hit1;Auch EKC-Material sei ohne Quittung beschlagnahmt worden . ;beschlagnahmen;quittung;;not_done;;;;;;;;;;;;;;;
278;nzz_1997_01_11_a178_seg3_s17_hit1;Wie wird sich der « Rest » -Verband dann beispielsweise ohne Nationalteam finanzieren ? ;finanzieren;nationalteam;;not_done;;;;;;;;;;;;;;;
279;nzz_1997_02_27_a111_seg9_s1_hit1;Nicht ganz spiegelbildlich verhielten sich die Papiere von Novartis , die zum erstenmal ohne Bezugsrecht gehandelt wurden . ;handeln;bezugsrecht;;not_done;;;;;;;;;;;;;;;
280;nzz_1997_01_03_a20_seg8_s2_hit1;Angehörige der « Classe Media » suchen dagegen fast durchweg Privatkliniken sowie Mediziner auf , die grundsätzlich nur gegen Cash und ohne Quittung behandeln . ;behandeln;quittung;;not_done;;;;;;;;;;;;;;;
281;nzz_1997_01_11_a11_seg8_s3_hit1;Dank einer Erkrankung des Parlamentspräsidenten hatten die Sandinisten im Handstreich die Leitung der Legislative an sich gerissen und ohne ausreichendes Quorum Sitzungen abgehalten . ;abhalten;quorum;;not_done;;;;;;;;;;;;;;;
282;nzz_1997_02_15_a234_seg3_s15_hit1;Denn hier präsentiert sich ein Opfer des Nationalsozialismus ohne Spur von Verbitterung und Selbstmitleid und präsentiert sich ein idealistischer Kommunist , der , geprägt von den Erfahrungen der Erniedrigung und existentiellen Gefährdung , einer einmal zum Ziel gesetzten gesellschaftspolitischen Aufgabe treu geblieben ist : zeitlebens hat Alfredo Bauer sowohl als Schriftsteller als auch als Arzt angekämpft gegen Ungerechtigkeiten aller Art , gegen die Verelendung der Massen oder gegen zerstörerischen Militarismus und vor allem gegen politische Gleichgültigkeit . ;präsentieren;spur;;not_done;;;;;;;;;;;;;;;
283;nzz_1997_01_11_a184_seg9_s1_hit1;"Keinem der beiden Kontrahenten könne er beipflichten , urteilte Löwith seinem Lehrer gegenüber , da er der Meinung sei , Heideggers Parteinahme für den Nationalsozialismus liege im Wesen seiner Philosophie : « Heidegger stimmte mir ohne Vorbehalt zu und führte mir aus , dass sein Begriff von der &amp;lt;Geschichtlichkeit&amp;gt; die Grundlage für seinen politischen &amp;lt;Einsatz&amp;gt; sei . » ";stimmen;vorbehalt;;not_done;;;;;;;;;;;;;;;
284;nzz_1994_06_23_a174_seg10_s16_hit1;Rosset nahm das Verdikt ohne sichtbare Regung hin . ;nehmen;regung;;not_done;;;;;;;;;;;;;;;
285;nzz_1994_05_31_a220_seg2_s21_hit1;Die Sendung zeigt eine neue Phototechnik , die es ermöglicht , 300 Meter lange Fresken ohne Ansatz auf photographisches Papier zu bannen . ;bannen;ansatz;;not_done;;;;;;;;;;;;;;;
286;nzz_1994_05_31_a171_seg4_s4_hit1;"Laut Auskunft der Erziehungsdirektion ist die Amtsenthebung , gestützt auf @ 9 des Unterrichtsgesetzes , angeordnet worden ; gemäss Ziffer 2 dieser Gesetzesbestimmung ist der Erziehungsrat befugt , « einem Lehrer , der um seines eigenen Verschuldens willen seinen Unterricht ohne Nachteil für die Schule nicht fortsetzen könnte , die fernere Erteilung desselben zu untersagen » . ";fortsetzen;nachteil;;not_done;;;;;;;;;;;;;;;
287;nzz_1999_10_08_a133_seg2_s4_hit1;Die Aktien würden ohne Bezugsrecht der bisherigen Aktionäre emittiert . ;emittieren;bezugsrecht;;not_done;;;;;;;;;;;;;;;
288;nzz_1999_11_29_a194_seg3_s16_hit1;Roy Hodgson sah sich dies gesenkten Hauptes und aufgestützt auf der Balustrade vor der Trainerbank an - meist ohne äussere , verbale Regung , aber - wie uns schien - doch besorgt über den Zustand seines seelenlosen Teams . ;sehen;regung;;not_done;;;;;;;;;;;;;;;
289;nzz_1999_10_30_a234_seg8_s2_hit1;Er hat für seine Geschichten , die in der Literatur ohne Leitbild dastehen - allenfalls Kafka fällt einem ein - , eine Sprache gefunden , in der die Erinnerung mit der Präzision und der Lichtstärke eines plötzlich auf die richtige Bildschärfe justierten Diapositivs von der Leinwand auf den Betrachter stürzt . ;dastehen;leitbild;;not_done;;;;;;;;;;;;;;;
290;nzz_1999_10_14_a206_seg11_s25_hit1;Legt man den Akzent auf die Verirrung , so wird man diesem Urteil ohne Vorbehalt zustimmen können . ;zustimmen;vorbehalt;;not_done;;;;;;;;;;;;;;;
291;nzz_1999_11_25_a195_seg5_s16_hit1;Bilkei äusserte sich « schockiert » , dass ein solcher Zeuge « ohne Filter » vor dem Gericht auftreten dürfe . ;zeuge;filter;;not_done;;;;;;;;;;;;;;;
292;nzz_1999_10_02_a224_seg3_s13_hit1;In der Landesmeisterschaft führt Slavia mit 20 Punkten aus acht Runden und ohne Niederlage die Tabelle vier Punkte vor dem Neuling Ceské Budejovice und fünf Punkte vor dem Stadtrivalen Sparta an . ;führen;niederlage;;not_done;;;;;;;;;;;;;;;
293;nzz_1999_11_25_a171_seg3_s12_hit1;Ein grosser Erfinder hinterliess ein « Optikular » , leider ohne Gebrauchsanweisung : « In den ganzen fünfundzwanzig Jahren seit Leonardos Tod war es nicht möglich , seinen wirklichen Verwendungszweck herauszufinden . » ;hinterlassen;gebrauchsanweisung;;not_done;;;;;;;;;;;;;;;
294;nzz_1996_08_05_a137_seg3_s2_hit1;Nicht auf allzu hohem Niveau gespielt , und dennoch Sitten 2 : 1 geschlagen - die Mannschaft des FC Zürich hält sich weiterhin ohne den Makel einer Niederlage in der Spitzengruppe . ;halten;makel;;not_done;;;;;;;;;;;;;;;
295;nzz_1995_05_03_a184_seg21_s5_hit1;Vertreter vom Roten Kreuz hier in Mauthausen zu sehen erfreute mich anfänglich , erstaunte mich aber noch mehr , als dieselben Leute ohne Gruss , ohne einen Bericht von mir wieder wegfuhren . ;wegfahren;bericht;;not_done;;;;;;;;;;;;;;;
296;nzz_1995_05_03_a147_seg3_s7_hit1;Sie sind alle eine Generation jünger als der 68jährige New Yorker und begleiten den Meister in braver Ergebenheit : fehlerfrei , aufmerksam , aber ohne die Spur einer eigenen Idee . ;aber;spur;;not_done;;;;;;;;;;;;;;;
297;nzz_1998_12_19_a144_seg3_s6_hit1;"Güher und Süher Pekinel spielten elegant und gediegen , nicht ohne Pikanterie des Anschlags , nicht ohne die weiche Rundung der gestischen Allüre , die bei Brahms &apos; Opus 34 nicht unbedingt in den Noten der Umwandlung vom Streichquintett zur Duo-Klaviersonate steht , dieser Version aber nicht schlecht bekommt . ";spielen;rundung;;not_done;;;;;;;;;;;;;;;
298;nzz_1995_12_27_a135_seg3_s1_hit1;kz. Der Mann schien zur Salzsäule erstarrt , keine Bewegung war im glattrasierten Gesicht mit dem kahlen Schädel zu sehen : Adriano Galliani , der Vizepräsident von Milan , der nur Tage zuvor den Rücktritt gegeben hatte , aber dann auf Geheiss von Präsident Berlusconi Abstand von diesem Entschluss nahm , akzeptierte ohne die geringste Regung ein Elfmetergeschenk von Schiedsrichter Pairetto für den Diavolo . ;akzeptieren;regung;;not_done;;;;;;;;;;;;;;;
299;nzz_1994_10_19_a115_seg3_s26_hit1;Kaum mehr ein Buch wird heute ohne ein Bild des Autors herausgebracht , wenigstens über dem Klappentext . ;herausbringen;bild;;not_done;;;;;;;;;;;;;;;
300;nzz_1995_07_18_a31_seg9_s5_hit1;Daher kann eine relativ berechtigte Herabsetzung der Miete auch ohne einen Vorbehalt des Vermieters nur durchgesetzt werden , wenn die seit der letzten Festsetzung eingetretenen Veränderungen auf der Kostenseite zu einem missbräuchlichen Ertrag führen . ;herabsetzung;vorbehalt;;not_done;;;;;;;;;;;;;;;
301;nzz_1996_01_09_a100_seg3_s7_hit1;"Doch Bienert setzt gleich mit grossen spektakulären Formen ein , was der musikalischen Interpretation von Nicholas Cleobury mit dem Orchester der Oper Zürich entspricht , die ebenfalls praktisch von Anfang an einen mächtigen Strom zeigt ; ohne die subtile Zeichnung , welche die drei Kompositionen von Arvo Pärt erfahren , zu denen « White Streams » choreographiert ist . ";zeigen;zeichnung;;not_done;;;;;;;;;;;;;;;
302;nzz_1996_05_20_a76_seg7_s4_hit1;Das Problem bei dieser Adaptation des 1973 erschienenen Romans von James Graham Ballard liegt freilich darin , dass das , was bald einmal unfreiwillig komisch anmutet , vom Regisseur ohne eine Spur von Ironie inszeniert wurde , dafür mit dem offensichtlichen Bemühen , ganz besonders verrucht zu erscheinen . ;inszenieren;spur;;not_done;;;;;;;;;;;;;;;
303;nzz_1996_06_05_a84_seg3_s4_hit1;Auf diese Weise soll dem schlankeren Nachfolgeunternehmen ein Neustart ohne die derzeitige Schuldenlast von mehreren hundert Millionen Zloty ( 1 Fr.= Zl. 2.2 ) ermöglicht werden . ;neustart;schuldenlast;;not_done;;;;;;;;;;;;;;;
304;nzz_1996_02_13_a140_seg3_s9_hit1;Nachdem das Bundesgericht im Juli 1994 nicht auf die staatsrechtliche Beschwerde des Hauseigentümer-Verbandes eingetreten war , nahmen viele Steuerämter Einschätzungen ohne den Vorbehalt vor , dass im Fall eines kantonalen Gerichtsentscheids zugunsten der Eigentümer von Amtes wegen Korrekturen erfolgen würden . ;nehmen;vorbehalt;;not_done;;;;;;;;;;;;;;;
305;nzz_1998_09_14_a122_seg2_s1_hit1;Kanalsanierung ohne Baustelle ;kanalsanierung;baustelle;;not_done;;;;;;;;;;;;;;;
306;nzz_1998_09_21_a144_seg3_s2_hit1;Nach drei Runden und zwei vorgezogenen Partien präsentiert sich in der Nationalliga A nur noch Ambri-Piotta ohne Niederlage . ;--;niederlage;;not_done;;;;;;;;;;;;;;;
307;nzz_1998_09_04_a244_seg2_s4_hit1;Adressiert waren seine Aerogramme an ein Head Office ohne weitere Bestimmung . ;--;bestimmung;;not_done;;;;;;;;;;;;;;;
308;nzz_1998_09_21_a152_seg3_s16_hit1;Und wer einem Gegner keine einzige Chance zugesteht , der darf auch ohne schlechtes Gewissen von einem « hochverdienten Arbeitssieg » sprechen ( O-Ton Fringer ) . ;sprechen;gewissen;;not_done;;;;;;;;;;;;;;;
309;nzz_1998_09_25_a156_seg3_s24_hit1;Günter Struve , Programmdirektor der ARD , hat jedoch einen Trost bereit : « Wenn man Konsalik verfilmt , muss man das ohne schlechtes Gewissen tun . ;tun;gewissen;;not_done;;;;;;;;;;;;;;;
310;nzz_1998_09_03_a136_seg4_s12_hit1;Grossartig , wie Nagano diesem musikalischen Ritual seine Zeit lässt und dennoch das Geschehen ohne Bruch in Gang hält - wie er den Zuhörer absolut vergessen macht , dass sich der mittlere Akt über ganze zwei Stunden erstreckt und dass das zentrale Bild mit der Vogelpredigt des Heiligen Franziskus nicht weniger als 45 Minuten dauert . ;geschehen;bruch;;not_done;;;;;;;;;;;;;;;
311;nzz_1998_09_12_a128_seg6_s5_hit1;Der Mensch , obwohl anwesend , verschwindet in diesen Langzeitaufnahmen in seinem selbstgeschaffenen Umfeld fast ohne Spur . ;verschwinden;spur;;not_done;;;;;;;;;;;;;;;
312;nzz_1999_07_17_a39_seg9_s6_hit1;Im übrigen sieht auch das Betäubungsmittelgesetz ausdrücklich und ohne Vorbehalt vor , dass die Kantone für eine Einziehung zuständig sind , wenn die Straftat im Ausland begangen wurde . ;sehen;vorbehalt;;not_done;;;;;;;;;;;;;;;
313;nzz_1999_06_02_a157_seg3_s7_hit1;Als « our German friend » wird sie in der Familie Pearl scheinbar ohne Vorbehalt aufgenommen - und lautlos in ihre Grenzen verwiesen , sobald sie den persönlichen Bereich tangiert . ;aufnehmen;vorbehalt;;not_done;;;;;;;;;;;;;;;
314;nzz_1999_07_19_a88_seg9_s12_hit1;Trotz aller Provokation und Bedrängnis bringt er diese unbequemen Fragen ruhig und ohne Affekt vor . ;bringen;affekt;;not_done;;;;;;;;;;;;;;;
315;nzz_1999_07_30_a156_seg7_s3_hit1;Aber weit grössere Probleme warten auf den Pathologen , als er den Tod von zwei jungen Männern untersuchen muss , die ohne erkennbares Motiv vergiftet wurden . ;vergiften;motiv;;not_done;;;;;;;;;;;;;;;
316;nzz_1999_06_11_a209_seg11_s1_hit1;Weil auch die U-21-Mannschaft ohne Niederlage den ersten Platz der EM-Qualifikationsgruppe belegt , scheint alles o. k. in tschechischem Fussball . ;belegen;niederlage;;not_done;;;;;;;;;;;;;;;
317;nzz_1999_07_19_a137_seg4_s21_hit1;Nach verlorenem drittem Satz ( 6 : 4 , 3 : 6 , 5 : 7 ) wirkte der Schweizer körperlich ausgelaugt , scheinbar ohne Konzept . ;wirken;konzept;;not_done;;;;;;;;;;;;;;;
318;nzz_1999_06_16_a169_seg3_s2_hit1;Die Enge war das einzige Quartier in der Stadt , das nach der Erhebung des Sozialdepartements ohne nennenswerte soziokulturelle Einrichtung dastand . ;dastehen;einrichtung;;not_done;;;;;;;;;;;;;;;
319;nzz_1999_06_16_a141_seg3_s18_hit1;Die bisher die Mitte des Kuppelsaals einnehmenden Heizapparate sind ebenso verschwunden wie die Abschrankungen , so dass man sich unmittelbar mit dem nun ohne Sockel und mit grösserem Abstand präsentierten Alpentriptychon konfrontiert sieht . ;präsentiert;sockel;;not_done;;;;;;;;;;;;;;;
320;nzz_1999_06_29_a178_seg3_s16_hit1;Selbst betagte Histörchen wie « Polizist fuhr Streife - ohne Ausweis » will man uns andrehen . ;fahren;ausweis;;not_done;;;;;;;;;;;;;;;
321;nzz_1999_06_16_a84_seg10_s3_hit1;"Dennoch hatte die Revisionsgesellschaft Deloitte Haskins &amp; Sells den Zwischenabschluss in einem Review Report ohne Vorbehalt testiert . ";testieren;vorbehalt;;not_done;;;;;;;;;;;;;;;
322;nzz_1999_06_15_a176_seg2_s4_hit1;( Als Stellensuchende erfasst werden die bei den Regionalen Arbeitsvermittlungszentren gemeldeten Personen , die entweder arbeitslos sind oder - ohne feste Stelle - einem Zwischenverdienst nachgehen bzw. an Programmen für vorübergehende Beschäftigung , Umschulung oder Weiterbildung teilnehmen . ) ;nachgehen;stelle;;not_done;;;;;;;;;;;;;;;
323;nzz_1999_05_31_a145_seg3_s8_hit1;Bereits nach dem 2 : 0 , von De Napoli nach einem herrlichen Steilpass Müllers erzielt , hätte man den Heimweg ohne schlechtes Gewissen antreten können . ;antreten;gewissen;;not_done;;;;;;;;;;;;;;;
324;nzz_1999_08_13_a160_seg3_s6_hit1;Auch am Samstag und am Sonntag können Leute ohne Lizenz bei kleinen Secteur-Turnieren mitmachen . ;leute;lizenz;;not_done;;;;;;;;;;;;;;;
325;nzz_1999_08_20_a198_seg3_s20_hit1;Als eine Reparaturmannschaft in La Coruña an der spanischen Küste dabei war , den Trimaran wieder seeklar zu machen , legte schliesslich ein bürokratisches Verdikt das High-Tech- Schiff aus dem Schwarzwald für Wochen an die Kette : Das Bundesverkehrsministerium in Bonn verlangte , die « Relationship » dürfe ohne Mannschaft und allein von Furtwangen aus ferngesteuert nur dann auslaufen , wenn sie im Abstand von zwei Seemeilen durch ein zweites Boot begleitet werde , das in Notfällen eingreifen könne . ;auslaufen;mannschaft;;not_done;;;;;;;;;;;;;;;
326;nzz_1999_12_01_a190_seg3_s10_hit1;Die Unterschrift erfolgte schliesslich ohne Vorbehalt . ;erfolgen;vorbehalt;;not_done;;;;;;;;;;;;;;;
327;nzz_1999_12_04_a192_seg7_s3_hit1;So pflegte beispielsweise Gabor Bilkei in der Adresse seiner Briefe die Strassenbezeichnung wie folgt zu schreiben : « Bahnhof str » , also mit einem Leerschlag und ohne Punkt . ;schreiben;punkt;;not_done;;;;;;;;;;;;;;;
328;nzz_1999_08_25_a162_seg5_s10_hit1;Wer neu Giftschlangen halten will , muss bereits während dreier Jahre ohne Beanstandung ungiftige Reptilien gehalten haben . ;halten;beanstandung;;not_done;;;;;;;;;;;;;;;
329;nzz_1999_08_10_a145_seg4_s4_hit1;Man spielt gratis und ohne Reservation , und zwar dann und dort , wo es einem gerade gefällt . ;spielen;reservation;;not_done;;;;;;;;;;;;;;;
330;nzz_1999_12_06_a139_seg8_s6_hit1;Bisher kamen die Spielleiter nur in der 10. und 18. Runde ohne rote Karte aus . ;kommen;karte;;not_done;;;;;;;;;;;;;;;
331;nzz_1995_12_22_a75_seg13_s2_hit1;Allein anhand der Ziele und Aktivitäten unterscheiden sich vor allem die drei regionalen Banken ( ADB , BAD und IDB ) momentan kaum wesentlich von der Weltbank ( etwas anders verhält es sich bei der EBRD , welche im grossen Umfang Mittel direkt und ohne Staatsgarantie für den Privatsektor bereitstellt ) . ;bereitstellen;staatsgarantie;;not_done;;;;;;;;;;;;;;;
332;nzz_1994_03_25_a147_seg2_s12_hit1;Natürlich ohne Zuschlag , die SBB sind ja auch keine Bank . ;na;zuschlag;;not_done;;;;;;;;;;;;;;;
333;nzz_1994_03_26_a203_seg4_s31_hit1;Denn hier , in den Feuerbergen , schweigt alles , ist nur da , aber ohne Laut , ohne Stimme . ;sein;laut;;not_done;;;;;;;;;;;;;;;
334;nzz_1994_11_14_a29_seg4_s1_hit1;Gemäss der OECD-Studie « Financial Market Trends » verläuft die Entwicklung an den internationalen Finanzmärkten weiterhin ohne Trend . ;verlaufen;trend;;not_done;;;;;;;;;;;;;;;
335;nzz_1994_11_08_a169_seg6_s7_hit1;Stoyko stellt sich damit ohne Schnittstelle in die Reihe herausragender Kanadier , die mit Toller Cranston begann und über Brian Pockar , Bryan Orser bis zu Kurt Browning reicht . ;stellen;schnittstelle;;not_done;;;;;;;;;;;;;;;
336;nzz_1994_11_07_a94_seg7_s1_hit1;Hannes Lindenmeyer vom Schweizerischen Arbeiterhilfswerk ( SAH ) wies auf die Ursprünge der Gassenhotel-Idee hin : Das SAH habe dieses Konzept in den achtziger Jahren entwickelt , als zusehends arbeitslose Menschen ohne Wohnung dagestanden hätten . ;mensch;wohnung;;not_done;;;;;;;;;;;;;;;
337;nzz_1994_03_23_a25_seg6_s6_hit1;Der Präsident des ANC , Nelson Mandela , hatte sie vor Tagen aufgefordert , de Klerk freies Geleit durch Soweto zu geben , denn nur so könnten die Bürger herausfinden , dass die NP ohne Konzept dastehe . ;dastehen;konzept;;not_done;;;;;;;;;;;;;;;
338;nzz_1994_11_15_a90_seg5_s8_hit1;Nur auf Grund dieser Solidarität ist Freizügigkeit möglich , d. h. , Patienten können die Kasse ohne Nachteil wechseln und in Eigenverantwortung verschiedene Versicherungsformen wählen . ;wechseln;nachteil;;not_done;;;;;;;;;;;;;;;
339;nzz_1994_03_26_a99_seg4_s14_hit1;Die kurzen Fabeln des Franzosen Robert Desnos sind von Lutoslawski , der hier an seine Kinderstücke aus den späten vierziger und den frühen fünfziger Jahren anschliesst , charakteristisch in Musik gesetzt , nicht ohne grosse Geste , wie etwa der an die Dritte Sinfonie erinnernde Schluss des « Alligator » zeigt . ;setzen;geste;;not_done;;;;;;;;;;;;;;;
340;nzz_1994_06_09_a197_seg13_s6_hit1;Bei hundertvierzig Klettertagen im Jahr vergeht selten einer ohne Solo - Leidenschaft oder unheilbare Krankheit ? ;vergehen;solo;;not_done;;;;;;;;;;;;;;;
341;nzz_1994_06_11_a231_seg3_s6_hit1;Ohne umständliche Einleitung ging es mitten ins Geschehen . ;gehen;einleitung;;not_done;;;;;;;;;;;;;;;
342;nzz_1994_06_03_a213_seg62_s7_hit1;Die räumliche Diskontinuität , der gestörte historische Kern und die Tatsache , dass grosse Bauten der Moderne ohne Kontext über die Stadtstruktur verstreut wurden , sind hier wie dort charakteristisch . ;verstreuen;kontext;;not_done;;;;;;;;;;;;;;;
343;nzz_1994_06_22_a43_seg5_s6_hit1;Sie können ohne Abschlag in Bonds mit 20jähriger Laufzeit getauscht werden . ;tauschen;abschlag;;not_done;;;;;;;;;;;;;;;
344;nzz_1998_04_17_a179_seg8_s6_hit1;Dieser habe sich mit dem Stock gewehrt und dabei - wahrscheinlich unbeabsichtigt und deshalb ohne Vorsatz - nicht nur die Frau , sondern auch den Blindenhund getroffen . ;treffen|triefen;vorsatz;;not_done;;;;;;;;;;;;;;;
345;nzz_1998_04_18_a1_seg8_s9_hit1;Ohne Vorbehalt ( wie Schröder ) bekannte sich Schmidt aber auch zum Euro , dessen wichtige Rolle er mit der Aufforderung verband , jegliche deutsche Überheblichkeit zu vermeiden . ;bekennen;vorbehalt;;not_done;;;;;;;;;;;;;;;
346;nzz_1998_04_02_a230_seg3_s2_hit1;Upton kam nach der Einnahme von Probenecid , einem Mittel zur Verschleierung von Stereoiden , ohne Sperre davon und muss lediglich eine Strafe von rund 2000 Franken zahlen . ;kommen;sperre;;not_done;;;;;;;;;;;;;;;
347;nzz_1998_04_01_a197_seg3_s7_hit1;Torgajews Formkurve hat seit Neujahr abflachende Tendenz , auch die Woche ohne Ernstkampf hat ihm die vermisste Spritzigkeit nicht wieder verliehen . ;woche;ernstkampf;;not_done;;;;;;;;;;;;;;;
348;nzz_1998_04_15_a195_seg6_s9_hit1;Damit hat sich in Kalifornien nicht nur ein Rennen nach den letzten alten Zinfandel-Rebbergen entsponnen , die oftmals Reben von über 80 Jahren aufweisen , sondern es entwickelte sich gleichsam auch eine Art von Stolz auf diesen « All-American » -Wein , den man auch « ohne Krawatte » degustieren kann . ;degustieren;krawatte;;not_done;;;;;;;;;;;;;;;
349;nzz_1998_04_21_a217_seg2_s10_hit1;Erstmals seit vier Jahrzehnten gelangt mit der Referenz 5070 wieder ein Modell ohne weitere Komplikation auf den Markt . ;gelangen;komplikation;;not_done;;;;;;;;;;;;;;;
350;nzz_1998_04_02_a70_seg5_s1_hit1;Hier kann man in Ruhe und endlich einmal ohne schlechtes Gewissen die Liebesbriefe anderer Leute lesen , denn einige derartige Schriftstücke haben die Mitarbeiter der Stadtentwässerung aus dem Abwasser herausgefischt , gesäubert und getrocknet . ;lesen;gewissen;;not_done;;;;;;;;;;;;;;;
351;nzz_1998_04_14_a117_seg2_s15_hit1;Die Regierung in Tokio hat beschlossen , die Zirkulation von 5500 Verwaltungsdokumenten ohne Siegel freizugeben . ;--;siegel;;not_done;;;;;;;;;;;;;;;
352;nzz_1995_09_25_a221_seg3_s13_hit1;Ebenfalls ohne Listenverbindung beteiligt sich die neugegründete Liberale Partei an den Wahlen . ;beteiligen;listenverbindung;;not_done;;;;;;;;;;;;;;;
353;nzz_1996_04_06_a52_seg23_s8_hit1;Es müssen Energien freigesetzt werden , welche die Person und ihre Würde ohne Vorbehalt unterstützen . ;unterstützen;vorbehalt;;not_done;;;;;;;;;;;;;;;
354;nzz_1995_09_28_a217_seg7_s6_hit1;In der vorliegenden Form bleibt diese Lyrik sowohl religiös wie auch künstlerisch ohne Belang . ;bleiben;belang;;not_done;;;;;;;;;;;;;;;
355;nzz_1995_09_20_a72_seg1_s3_hit1;Wie die Stadtpolizei Bern am Dienstag mitteilte , stiess der etwa 40jährige Mann der Frau am Montag mittag ohne ersichtliches Motiv einen spitzen Gegenstand ins Gesäss und rannte davon . ;stoßen;motiv;;not_done;;;;;;;;;;;;;;;
356;nzz_1996_04_02_a117_seg3_s18_hit1;Etwa bei der Eröffnung des ersten Konzertes mit Arnold Schönbergs fünf Orchesterstücken op. 16 : Sauber , aber vorsichtig , kühl und ohne interpretatorisches Wagnis hatte Dohnányi diese Musik , die ihm doch liegt , dirigiert . ;dirigieren;wagnis;;not_done;;;;;;;;;;;;;;;
357;nzz_1995_09_23_a184_seg5_s4_hit1;Die andere Hälfte spielt im Sommer jenes Landes , dessen Sonne frei ist ohne Kreis und ohne Kurve . ;sein;kurve;;not_done;;;;;;;;;;;;;;;
358;nzz_1995_09_14_a118_seg8_s11_hit1;Manchmal hat Adelheid Duvanel ihre Szenen aus dem beschädigten Leben allzu forciert in die Pointe getrieben und manchmal rücksichtslos ohne Pointe erzählt . ;erzählen;pointe;;not_done;;;;;;;;;;;;;;;
359;nzz_1996_04_06_a127_seg2_s5_hit1;Die deutschen Finanzmärkte haben sich ohne klaren Trend in die Osterferien verabschiedet . ;verabschieden;trend;;not_done;;;;;;;;;;;;;;;
360;nzz_1995_09_23_a135_seg2_s2_hit1;Sie nehmen kurz und lässig Anlauf , heben dann scheinbar schwerelos von den Rampen ab , kreuzen die Beine oder schlagen Salti und landen elegant und ohne Regung in den jungen Gesichtern wieder auf dem harten Asphalt . ;landen;regung;;not_done;;;;;;;;;;;;;;;
361;nzz_1995_09_13_a133_seg10_s13_hit1;Als letzte Rückzugsposition gäbe man sich allenfalls sogar mit dem « Neuenburger Modell » zufrieden , das den Kirchen ohne grosse Rechtswirkung versichert , dass sie von öffentlichem Interesse sind . ;versichern;rechtswirkung;;not_done;;;;;;;;;;;;;;;
362;nzz_1995_09_16_a197_seg7_s33_hit1;Wird alles nichts , würde er seinen letzten Trumpf ziehen , die amerikanische Ehrenbürgerschaft des sächsischen Ministerpräsidenten , die man 1994 nicht ohne Hintergedanke vergab . ;vergeben;hintergedanke;;not_done;;;;;;;;;;;;;;;
