id;global_id;kontext;cor_conceptual_head_+1_lemma;target_noun_lemma;Kommentar;Status;Adverbial;prozess;Typ;Valenz;;;;;;;;;;;
89;nzz_1993_08_03_a163_seg4_s9_hit1;Am Opernhaus , das zwischen 1980 und 1984 renoviert worden ist , klebt noch das in den dreissiger Jahren angefügte Glasfoyer , die Rathauswache steht noch einsam und verloren da ohne den Anbau ( der heute die einst der « Freien Limmat » geopferte pittoreske Fleischhalle ersetzt ) , und auch beim Bahnhof Stadelhofen gibt es die durch die S-Bahn bedingten baulichen Umgestaltungen nicht . ;stehen;anbau;;not_done;;;;;;;;;;;;;;;
90;nzz_1993_06_29_a107_seg2_s10_hit1;Sie wiesen darauf hin , dass der Schiffsrumpf durch einen doppelten Boden gesichert sei und der Tanker ohne ein Leck gerettet werden könne . ;retten;leck;;not_done;;;;;;;;;;;;;;;
91;nzz_1993_09_25_a73_seg14_s12_hit1;Er möchte als Dichter den Versuch eines « discorso universale » mit seinen Zeitgenossen führen , dabei gewiss nicht ohne den Hintergedanken , dass der Umgang mit der Dichtung eine « heilsame Praxis » ist . ;führen;hintergedanke;;not_done;;;;;;;;;;;;;;;
92;nzz_1993_12_04_a17_seg8_s4_hit1;Ein Palästinenser mit libanesischer Staatsbürgerschaft erzählt , er habe im Jahr 1988 in der Einwohnerkontrolle von Beirut nur einen neuen Pass erhalten , weil er dem Beamten das Doppelte der offiziellen Gebühr ohne Quittung entrichtete . ;entrichten;quittung;;not_done;;;;;;;;;;;;;;;
93;nzz_1993_12_15_a153_seg3_s6_hit1;Ob sich die Vermutung , die Auflösung des Pools könne insofern ohne Nachteil geschehen , als sich die Nachkommen der Firmengründer dem Unternehmen nach wie vor verpflichtet fühlen , als richtig erweist , muss offenbleiben . ;geschehen;nachteil;;not_done;;;;;;;;;;;;;;;
94;nzz_1993_07_31_a89_seg3_s90_hit1;"Ich persönlich kann ohne Nation ganz gut auskommen , doch ich denke , dass es gut wäre , wenn auch die Deutschen eine möglichst normale Nation sein ( oder werden ) könnten ; wie die Franzosen , die Engländer , Portugiesen usw. ";auskommen;nation;;not_done;;;;;;;;;;;;;;;
95;nzz_1997_02_04_a185_seg5_s2_hit1;Statt der Leser , der Steuerzahler hiesse es demnach das Leser , das Steuerzahler ( und ebenso das Arzt , das Tourist , das Steuerflüchtling ) und umgekehrt natürlich auch das Person , statt die Person ) , so dass man sich nach einer Umgewöhnungszeit wieder den Luxus leisten könnte , ohne schlechtes Gewissen einfach die Ärzte , die Leser zu schreiben und damit - wie früher auch schon - Männlein und Weiblein derselben Kategorie zu meinen . ;schreiben;gewissen;;not_done;;;;;;;;;;;;;;;
96;nzz_1997_02_13_a3_seg8_s7_hit1;Das ecuadorianische Volk sei noch und noch betrogen worden von Politikern , die das Land wie einen Gutshof verwalteten , ohne Gesetz , ohne Gewissen und ohne jemandem Rechenschaft ablegen zu müssen . ;verwalten;gewissen;;not_done;;;;;;;;;;;;;;;
97;nzz_1997_02_11_a93_seg3_s12_hit1;Seine Liebeserklärung gibt Pelléas mit dem Rücken zu Mélisande ab , und wenn Golaud gewalttätig wird , tut er es fast ohne körperliche Regung . ;tun;regung;;not_done;;;;;;;;;;;;;;;
98;nzz_1997_12_18_a72_seg3_s9_hit1;Die am Stadtrand von Rom versammelten Vertreter der landwirtschaftlichen Basiskomitees besuchten - ohne Traktor - die Generalaudienz des Papstes und erwarteten von diesem eine Stellungnahme zu ihren Gunsten , hatte er sie doch am Sonntag auf dem Petersplatz freundlich begrüsst . ;besuchen;traktor;;not_done;;;;;;;;;;;;;;;
99;nzz_1997_12_22_a151_seg5_s6_hit1;Die Equipe Kruegers bewegt sich in der Zweitklassigkeit ohne erkennbaren Trend nach oben - dies jedenfalls lässt sich an den Leistungen auf dem Eis ablesen . ;bewegen;trend;;not_done;;;;;;;;;;;;;;;
100;nzz_1996_03_28_a140_seg8_s21_hit1;« Ich kann so wenig etwas ohne Wendung sagen , dass ich , wenn ich mit mir selber rede oder auch träume , immer zu Wendungen mich zuspitze . » ;sagen;wendung;;not_done;;;;;;;;;;;;;;;
101;nzz_1996_11_01_a24_seg10_s4_hit1;Aus verständlichen Gründen keine näheren Angaben machen wollte der Telecom-Mann auch zu den Sicherheitsvorkehrungen , die ohne Frage nötig werden , wenn - wie vorgesehen - mit den Kreditkarten ohne persönlichen Code telefoniert werden kann . ;kreditkarte;code;;not_done;;;;;;;;;;;;;;;
102;nzz_1996_11_15_a165_seg3_s11_hit1;Ist es zu erklären und zu verstehen , dass man heute noch in einem gottverlassenen Kaff am Rio Grande eine Gangsterballade aus den dreissiger Jahren spielen lässt , ohne neuen Einfall und ohne parodistische Absicht , ganz so wie Hänschens Grossvater sich die mafiose Wirklichkeit vorgestellt hat ? ;spielen;einfall;;not_done;;;;;;;;;;;;;;;
103;nzz_1999_01_30_a139_seg10_s8_hit1;"Füllt man diese Angaben in die klassische Formel zur Berechnung des Aktienwerts nach der Kapitalerhöhung , so erhält man auf der Basis des Schlusskurses vom vergangenen Freitag einen fairen Wert der neuen Inhabertitel von rund 11 Fr. Am Dienstag wurden die « alten » Inhaberaktien erstmals ohne Bezugsrecht gehandelt , wodurch sich der Wert der Titel folgerichtig auf Fr. 1.70 ermässigte ; das Bezugsrecht allein kostete am Dienstag 60 Rp. Ab Mittwoch gerieten aber die Kurse ausser Rand und Band : Während der Wert des Bezugsrechts stets zwischen 50 Rp. und 60 Rp. pendelte , katapultierte sich der « alte » Inhaber bei riesigen Umsätzen auf einen Wochenschlusskurs von 12 Fr. ";handeln;bezugsrecht;;not_done;;;;;;;;;;;;;;;
104;nzz_1993_05_21_a145_seg3_s12_hit1;ORF 2 , 22.55 Das wahre Schweigen der Lämmer « Recreational Murder » nennt die Kriminalistik einen erschreckenden Trend : Es geht dabei um « Serienmörder » , die scheinbar ohne Motiv und aus purer Lust töten . ;töten;motiv;;not_done;;;;;;;;;;;;;;;
105;nzz_1993_05_07_a192_seg9_s1_hit1;Am frühen Morgen des 19. Februar 1990 wurde in der Wohnung von Werner K. in Adliswil Astrid Wurmitzer ohne ersichtliches Motiv von dessen damaliger Freundin Barbara L. erdrosselt . ;erdrosseln;motiv;;not_done;;;;;;;;;;;;;;;
106;nzz_1994_09_17_a96_seg9_s3_hit1;Da im Urteil aber ohne Vorbehalt festgehalten wird , dass die strittige Regel in @ 16 Abs. 3 EVK mit dem neuen kantonalen Verfassungsrecht nicht vereinbar ist , werden im Thurgau jetzt wohl auch alle anderen gewählten Gemeindepfarrer ihre Sessel in den Kirchenvorsteherschaften räumen müssen . ;festhalten;vorbehalt;;not_done;;;;;;;;;;;;;;;
107;nzz_1994_09_28_a188_seg8_s10_hit1;Beim Abschlag des Flügels überlappen sie sich und drücken derart gegeneinander , dass die Fläche ohne Spalt schliesst . ;schließen;spalt;;not_done;;;;;;;;;;;;;;;
108;nzz_1994_09_28_a136_seg3_s5_hit1;Als einzige Mannschaft liegt Rapperswil- Jona nach vier Meisterschaftsrunden noch ohne Punkt am Tabellenende . ;liegen;punkt;;not_done;;;;;;;;;;;;;;;
109;nzz_1994_09_10_a33_seg6_s2_hit1;Trotzdem unterstützen die Québécois ohne Vorbehalt jede Initiative zur Stärkung der Provinzautonomie im kanadischen Staatsverband . ;unterstützen;vorbehalt;;not_done;;;;;;;;;;;;;;;
110;nzz_1999_06_12_a219_seg3_s3_hit1;Der Weltmeister von 1997 geniesst in heimischen Gefilden weiterhin uneingeschränktes Mass an Achtung und Wertschätzung - obwohl er ohne einen einzigen Punkt nach Montreal zum sechsten GP des Jahres gereist ist . ;reisen;punkt;;not_done;;;;;;;;;;;;;;;
111;nzz_1999_03_12_a39_seg7_s11_hit1;Letztere gratuliert der Frischgewählten ohne eine Spur der Enttäuschung über die eigene Niederlage . ;gratulieren;spur;;not_done;;;;;;;;;;;;;;;
112;nzz_1999_08_12_a203_seg3_s30_hit1;Ohne die geringste Spur von schlechtem Gewissen laben wir uns mit einem Fisch und einem spritzigen Weissen vom jenseits des Murtensees liegenden Mont Vully . ;laben;spur;;not_done;;;;;;;;;;;;;;;
113;nzz_1998_11_21_a34_seg2_s32_hit1;Man darf diesen Betrag ohne schlechtes Gewissen in den Rahmen anderer Bundesausgaben stellen , etwa neben die insgesamt 14 Mrd. Fr. für die Landwirtschaft in den Jahren 2000 bis 2003 - immerhin 3,5 Mrd. Fr. jährliche Konsumausgaben , die im Unterschied zur Finöv-Vorlage keine Infrastrukturen hinterlassen , mit denen in den nächsten 100 Jahren gearbeitet werden kann . ;stellen;gewissen;;not_done;;;;;;;;;;;;;;;
114;nzz_1998_11_14_a153_seg3_s6_hit1;Auf dem Gemälde , das er seiner Mutter schenkte und das nun auf 20 Millionen Dollar geschätzt wird , hat sich der Künstler - wohl um eine gute Figur zu machen - ausnahmsweise ohne Bart dargestellt . ;darstellen;bart;;not_done;;;;;;;;;;;;;;;
115;nzz_1998_11_14_a199_seg2_s7_hit1;"Ohne thematische Vorgabe umreissen die formal und medial sehr verschiedenen , experimentellen Positionen einen Raum für Auseinandersetzung und Widerspruch ( Eröffnung ab 16 Uhr ; bis 24. Januar ) . ";umreißen;vorgabe;;not_done;;;;;;;;;;;;;;;
116;nzz_1996_07_01_a133_seg6_s4_hit1;Der Weltranglistenerste , der auf Gras den wichtigsten Schlag ( Service ) am konstantesten anwendet , präsentiert sich in London seit 24 Partien ohne Niederlage und hat damit mehr als die Hälfte der Wegstrecke Björn Borgs zur Bestmarke von 41 Siegen in Serie ( 1976 bis 1981 ) zurückgelegt . ;präsentieren;niederlage;;not_done;;;;;;;;;;;;;;;
117;nzz_1996_07_06_a197_seg11_s1_hit1;« Lieber Herr Doktor Wyneken , ich bitte Sie , diese folgenden Zeilen , mit denen ich mich gänzlich und ohne Vorbehalt von Ihnen lossage , als den letzten Erweis der Treue , und nur als den , aufzunehmen . ;--;vorbehalt;;not_done;;;;;;;;;;;;;;;
118;nzz_1999_12_18_a140_seg3_s4_hit1;Die Sogwirkung , die das Stück entwickelt : Jürg Henneberger und das glänzend gelaunte Luzerner Sinfonieorchester geben sich ihr ohne Vorbehalt hin - ja , der Dirigent greift sogar aktiv ins Spiel ein und lässt kurzerhand sehen , wieviel Schein , nämlich : wie wenig Sein unter dem Frack herrscht . ;geben;vorbehalt;;not_done;;;;;;;;;;;;;;;
119;nzz_1999_12_11_a189_seg1_s9_hit1;Während der rot-grün dominierte Zürcher Stadtrat bei dieser Konstellation in langen nächtlichen Stunden ohne grosse Probleme sein Budget fast ungeschmälert über die Runden bringt , wird der Kanton Zürich das nächste Jahr voraussichtlich ohne gültigen Voranschlag beginnen müssen . ;beginnen;voranschlag;;not_done;;;;;;;;;;;;;;;
120;nzz_1999_12_24_a30_seg1_s34_hit1;Aber die kleinen Aufregungen erscheinen in der politischen Öffentlichkeit doch oft ohne Proportion zu grösseren Problemen . ;erscheinen;proportion;;not_done;;;;;;;;;;;;;;;
121;nzz_1999_12_10_a215_seg2_s9_hit1;Mit zusammengebissenen Zähnen und ohne Laut . ;und;laut;;not_done;;;;;;;;;;;;;;;
122;nzz_1999_12_11_a186_seg4_s22_hit1;Die Subventionierung der Krankenkassenprämien und der Stillstand bei der Teuerung schaffen bei den Bezügern der Wintermantelzulage finanzielle Erleichterungen , die es erlauben , die Streichung ohne schlechtes soziales Gewissen beizubehalten . ;beibehalten;gewissen;;not_done;;;;;;;;;;;;;;;
123;nzz_1993_06_08_a37_seg2_s9_hit1;Darum wurde den Leipzigern noch einmal angeboten , gemeinsam « und ohne Vorbehalt » über alle Massnahmen einer konzeptionellen und praktischen Weiterentwicklung zu sprechen . ;sprechen;vorbehalt;;not_done;;;;;;;;;;;;;;;
124;nzz_1993_06_21_a166_seg7_s12_hit1;Wenn der Vermieter während der Hängigkeit des Ausweisungs- und Kündigungsschutz-Prozesses Mietzinszahlungen ohne ausdrücklichen Vorbehalt entgegennimmt und im Hinblick auf eine allfällige Unwirksamkeit der Kündigung eine Mietzinserhöhung ankündigt , so kann sein Verhalten , wie das Bundesgericht abschliessend bemerkt , nicht als stillschweigende Zustimmung zum Abschluss eines neuen Mietvertrages gedeutet werden . ;entgegennehmen;vorbehalt;;not_done;;;;;;;;;;;;;;;
125;nzz_1993_06_03_a103_seg1_s3_hit1;Im Schlagerspiel vom Mittwoch setzten sich die Skandinavier verdientermassen auch gegen England durch und behaupteten sich damit ohne Niederlage auf der ersten Position . ;behaupten;niederlage;;not_done;;;;;;;;;;;;;;;
126;nzz_1993_06_05_a35_seg8_s13_hit1;In anderen Ländern sind Bestrebungen im Gange , ohne Vorbehalt zu ratifizieren . ;ratifizieren;vorbehalt;;not_done;;;;;;;;;;;;;;;
127;nzz_1993_06_26_a83_seg8_s1_hit1;Und natürlich bekennt sie sich - auf dem Höhepunkt ihres Ruhmes und als Mittelpunkt der haute vie intellectuelle - sofort und ohne Vorbehalt dazu , ein Snob zu sein , was natürlich very outsnobbing ist . ;bekennen;vorbehalt;;not_done;;;;;;;;;;;;;;;
128;nzz_1993_07_28_a86_seg2_s24_hit1;Diese Sehnsucht ist tief menschlich , und wenn die Tourismusindustrie ihr mit Bildern und Angeboten entgegenkommt , so darf sie sie ohne schlechtes Gewissen befriedigen . ;befriedigen;gewissen;;not_done;;;;;;;;;;;;;;;
129;nzz_1993_05_05_a203_seg2_s20_hit1;Er wolle sich nochmals rückhaltlos auf das Geschäft einlassen , erklärt der Wiener , « ohne Hit , ohne Hilfe , nur durch Qualität , die sich über kurz oder lang wieder auszahlen muss » . ;einlassen;hit;;not_done;;;;;;;;;;;;;;;
130;nzz_1993_06_05_a35_seg8_s14_hit1;Auch ohne Vorbehalt wird der Entlebucher Sennenhund sein heutiges Aussehen bewahren können . ;bewahren;vorbehalt;;not_done;;;;;;;;;;;;;;;
131;nzz_1993_06_05_a35_seg8_s12_hit1;Bundesrat Delamuraz macht darauf aufmerksam , dass Dänemark mit Vorbehalt , Griechenland ohne Vorbehalt ratifiziert hat . ;ratifizieren;vorbehalt;;not_done;;;;;;;;;;;;;;;
132;nzz_1999_09_10_a140_seg5_s6_hit1;"Zweifellos war Okris Begeisterung spontan und aufrichtig ; aber in Afrika selbst wird sie nicht allenthalben ohne Vorbehalt geteilt . ";teilen;vorbehalt;;not_done;;;;;;;;;;;;;;;
133;nzz_1999_09_11_a220_seg13_s11_hit1;In der Geschichte « Das Vorzimmer » , ausnahmsweise in der Ich-Form erzählt , gewinnt der Autor die Freiheit der Sprache , ohne Spur von Schematismus , und zwar gerade im Bewusstsein des vollkommenen Eingesperrtseins ins Kriegserlebnis : wie Büchner klar , wie Robert Walser unentschlüsselbar . ;gewinnen;spur;;not_done;;;;;;;;;;;;;;;
134;nzz_1997_06_16_a104_seg3_s17_hit1;Die heutige , im spätgotischen Schema fussende Kirche zeigt die typischen Merkmale der einheimischen Predigtkirchen , bei denen Schiff und Chor ohne Teilung durch einen Chorbogen zu einer durchgehenden Einheit verschmolzen sind . ;verschmelzen;teilung;;not_done;;;;;;;;;;;;;;;
135;nzz_1997_06_03_a124_seg3_s3_hit1;"Ian Whartons Vater hat sich , von schierer Langeweile getrieben , aus Berufs- und Familienleben fortgeschlichen ; ohne männliches Leitbild wächst der Knabe im fleischernen Gehege seiner weiblichen Anverwandten auf . ";wachsen;leitbild;;not_done;;;;;;;;;;;;;;;
136;nzz_1993_04_20_a22_seg3_s6_hit1;Andernfalls könnten im September 30 000 bis 40 000 Schulabgänger im Osten ohne Lehrstelle dastehen . ;dastehen;lehrstelle;;not_done;;;;;;;;;;;;;;;
137;nzz_1993_04_26_a32_seg2_s8_hit1;Da sammelte Dezsö Ránki die Energien , um sie wahrhaftig ohne Vorbehalt wieder verströmen zu lassen . ;verströmen;vorbehalt;;not_done;;;;;;;;;;;;;;;
138;nzz_1999_01_09_a181_seg1_s1_hit1;« Autofreier Limmatquai ohne Nachteil machbar » ;machbar;nachteil;;not_done;;;;;;;;;;;;;;;
139;nzz_1999_01_19_a67_seg5_s6_hit1;Diesem Vorgehen hat das von den Betroffenen mit einer Verwaltungsgerichtsbeschwerde angerufene Bundesgericht jetzt grundsätzlich , aber nicht ohne Vorbehalt zugestimmt . ;zustimmen;vorbehalt;;not_done;;;;;;;;;;;;;;;
140;nzz_1999_01_26_a195_seg3_s24_hit1;Die zweifache Melbourne-Siegerin benötigt mehr Konstanz auf höherem Niveau , um ihre nunmehr 18 Einzel umfassende Australian-Open-Serie ohne Niederlage im Einzel gegen Mary Pierce fortsetzen zu können . ;australian-open-serie;niederlage;;not_done;;;;;;;;;;;;;;;
141;nzz_1999_01_27_a198_seg3_s9_hit1;- Ohne Vorbehalt wurde schliesslich die sofortige Abschaffung des Beamtenstatus beschlossen . ;beschließen;vorbehalt;;not_done;;;;;;;;;;;;;;;
142;nzz_1999_01_11_a148_seg16_s13_hit1;Die Zürcher und Ambri-Piotta präsentieren sich im neuen Jahr noch ohne Niederlage ( je sieben Punkte ) . ;präsentieren;niederlage;;not_done;;;;;;;;;;;;;;;
143;nzz_1994_02_11_a160_seg18_s19_hit1;Denn mir ist es ein wichtiges Anliegen , dass ich den Verantwortlichen von ennet den Geleisen jederzeit ohne schlechtes Gewissen in die Augen sehen kann . ;sehen;gewissen;;not_done;;;;;;;;;;;;;;;
144;nzz_1994_02_16_a163_seg2_s14_hit1;Geduldig , staunend und ohne Regung lassen sich die Kleinen unter der wärmenden Decke Erfrierungen verarzten , als ob dies dazugehören würde . ;verarzten;regung;;not_done;;;;;;;;;;;;;;;
145;nzz_1997_07_11_a179_seg4_s38_hit1;Sein Argument für Luzern sind die grossen Vorteile wie zentrale Lage in Europa , ein Hotelier , der den Kalorienbedarf der Ruderer ohne Zuschlag deckt , die hilfsbereiten Ruderklubs in Sursee und Sempach , welche die volle Infrastruktur inklusive Begleitbooten für Trainer zur Verfügung stellen , ein privater Fitnessklub in Hotelnähe fürs Krafttraining und last but not least eine Stadt , in der sich alle wohl fühlen . ;decken;zuschlag;;not_done;;;;;;;;;;;;;;;
146;nzz_1997_07_12_a209_seg7_s3_hit1;Seit sieben Begegnungen ( La Manga , Spanien , 1 : 2 gegen Weissrussland ) präsentiert sich die Schweiz ohne Niederlage . ;präsentieren;niederlage;;not_done;;;;;;;;;;;;;;;
147;nzz_1997_07_17_a145_seg3_s4_hit1;Der FCA ist zur Freude der Region schwungvoll und durchaus überzeugend zur neuen Saison gestartet - noch ohne Niederlage , sei gleich beigefügt . ;starten;niederlage;;not_done;;;;;;;;;;;;;;;
148;nzz_1994_05_28_a79_seg3_s15_hit1;Sie geht von der politischen Presse des 19. Jahrhunderts aus , mit der die politischen Bewegungen und Parteien um die Ausgestaltung der noch jungen Nationalstaaten rangen - die Geschichte der schweizerischen Verfassungsrevisionen ist ohne die Rolle der Zeitungen ebensowenig wie die der Parteien denkbar . ;sein;rolle;;not_done;;;;;;;;;;;;;;;
149;nzz_1994_03_18_a124_seg5_s7_hit1;Er habe bis zu 33 Nächte ohne einen freien Tag arbeiten müssen . ;nacht;tag;;not_done;;;;;;;;;;;;;;;
150;nzz_1994_02_19_a92_seg9_s6_hit1;Die Hinweise auf die Leitbilder sollen die ideengeschichtlichen Hintergründe aufleuchten lassen , nicht ohne den Vorbehalt , dass die Politik in diesem Lande « stark pragmatische Züge » trage und Elemente aller erwähnten Konzeptionen in sich vereinige . ;aufleuchten;vorbehalt;;not_done;;;;;;;;;;;;;;;
151;nzz_1993_05_11_a51_seg6_s3_hit1;Insoweit der kantonale Richter aber eine Begehung durch Eventualvorsatz angenommen hatte , weil man ein so kleines Kind nicht schlagen könne ohne den Vorsatz , es entsprechend zu treffen , fand das Bundesgericht das kantonale Urteil ungenügend . ;schlagen;vorsatz;;not_done;;;;;;;;;;;;;;;
152;nzz_1993_02_05_a142_seg4_s9_hit1;Am Rande der Veranstaltung wurde Kritik geäussert an der Neat-Regelung , Ausländer grundsätzlich ohne den Vorbehalt eines Gegenrechts im Herkunftsland zuzulassen . ;zulassen;vorbehalt;;not_done;;;;;;;;;;;;;;;
153;nzz_1993_04_19_a101_seg4_s2_hit1;Obwohl ohne den angestammten ( hochkarätigen ) Angriff und mit einer Verlegenheitslösung im Aufbau zu dieser heiklen « Mission » auf Malta angetreten , kehrten sie am späten Samstagabend mit der Etikette aus dem Süden heim : 2 : 0 gewonnen , « Auftrag erfüllt » . ;antreten;angriff;;not_done;;;;;;;;;;;;;;;
154;nzz_1993_11_19_a16_seg4_s3_hit1;Seine für Donnerstag mittag angesetzte Erklärung wurde ohne Zeitangabe verschoben , und auch am Nachmittag wurde auf Erläuterungen noch gewartet . ;verschieben;zeitangabe;;not_done;;;;;;;;;;;;;;;
155;nzz_1993_11_22_a63_seg2_s2_hit1;Ohne positive Empfehlung hat der aussenpolitische Ausschuss des Senats die Nominierung von Larry Lawrence zum Botschafter in Bern an den Senat weitergeleitet . ;weitergeleiten|weiterleiten;empfehlung;;not_done;;;;;;;;;;;;;;;
156;nzz_1993_11_18_a83_seg2_s5_hit1;Obwohl Sundhaussen dies nicht ohne Vorbehalt ausspricht , entlässt er seinen Leser doch mit dem Haupteindruck , dass der südslawische Staat von Anfang an eine Fehlkonstruktion war oder aber ein von widersprüchlichen Haltungen und Erwartungen gekennzeichnetes Gebilde , in dem die verschiedenen Nationen niemals den Willen aufbrachten und auch keine Zeit und Möglichkeit fanden , ihre Gegensätze zu entschärfen . ;aussprechen;vorbehalt;;not_done;;;;;;;;;;;;;;;
157;nzz_1993_11_16_a109_seg1_s251_hit1;Operieren ohne Wunde - Minimal-invasive Chirurgie . ;--;wunde;;not_done;;;;;;;;;;;;;;;
158;nzz_1999_03_16_a235_seg8_s6_hit1;"Werden jedoch öffentliche Güter eines Kantons von Einwohnern eines Nachbarkantons ohne Abgeltung konsumiert , dann stimmen die Nutzniesser der öffentlichen Leistung nicht vollständig mit den Kostenträgern überein ; es entstehen sogenannte Spillovers . ";konsumieren;abgeltung;;not_done;;;;;;;;;;;;;;;
159;nzz_1999_03_16_a50_seg3_s7_hit1;Die Einführung von Rumba soll in allen ohne Leistungsauftrag geführten Organisationseinheiten bis Ende 2005 abgeschlossen sein . ;geführt;leistungsauftrag;;not_done;;;;;;;;;;;;;;;
160;nzz_1999_03_20_a242_seg3_s11_hit1;Die Schweizerin führte den Match scheinbar ohne taktisches Konzept . ;führen;konzept;;not_done;;;;;;;;;;;;;;;
161;nzz_1999_03_09_a20_seg6_s6_hit1;Wahr ist anderseits , dass Iran das Todesurteil gegen Salman Rushdie nie endgültig und ohne Vorbehalt aufgehoben hat . ;aufheben;vorbehalt;;not_done;;;;;;;;;;;;;;;
162;nzz_1993_10_14_a43_seg3_s2_hit1;Gemeinsam ist ihnen eine Besonderheit der Entstehungsgeschichte : Die Komposition erfolgte jeweils ohne Auftrag . ;erfolgen;auftrag;;not_done;;;;;;;;;;;;;;;
163;nzz_1993_10_28_a104_seg4_s6_hit1;Der Mann , der teilweise noch ohne Helm stürmte , führt mit 1123 NHL-Matches immer noch die Liste der dienstältesten NHL-Ausländer an , die in der Schweiz arbeiteten ( vgl. separate Statistik ) . ;stürmen;helm;;not_done;;;;;;;;;;;;;;;
164;nzz_1996_08_05_a94_seg5_s1_hit1;Der Lehrlingsbetreuer von ABB in Oerlikon , Christian Bolt , wusste als Mitglied der Schulpflege Schwamendingen , dass es auch wenige Wochen vor dem neuen Lehrjahr immer noch Schüler hatte , die ohne Lehrvertrag dastanden . ;dastehen;lehrvertrag;;not_done;;;;;;;;;;;;;;;
165;nzz_1996_10_04_a131_seg4_s4_hit1;Die beiden Angeklagten hatten Raphael Huber im September 1991 50 000 Franken ohne Quittung übergeben , damit dieser sich für die Erteilung einer Nachtcafé-Bewilligung einsetze . ;übergeben;quittung;;not_done;;;;;;;;;;;;;;;
166;nzz_1996_10_09_a155_seg3_s16_hit1;Zwar leiden diese oder jene Fahrer und Fahrerinnen noch an diesen und jenen Wehwehchen , keine der in der vergangenen Saison so erfolgreichen ( jungen ) Technikerinnen kam ohne Blessur durch den Sommer . ;kommen;blessur;;not_done;;;;;;;;;;;;;;;
167;nzz_1996_11_29_a152_seg3_s3_hit1;Damit beantwortete sie eine Anfrage von Kantonsrat Daniel Schloeth ( gp. , Zürich ) , der eine Stellungnahme besonders zu den Vorwürfen verlangt hatte , man spare bei der Universität ohne Konzept , was zu einem massiven Qualitätsverlust in Lehre und Forschung führe . ;sparen;konzept;;not_done;;;;;;;;;;;;;;;
168;nzz_1996_10_02_a45_seg19_s1_hit1;Im öffentlichen Bereich allerdings darf man das Vertrauen sowohl den Personen wie dem System nie ohne Vorbehalt entgegenbringen . ;entgegenbringen;vorbehalt;;not_done;;;;;;;;;;;;;;;
169;nzz_1997_09_29_a183_seg3_s15_hit1;Weiterhin ohne erkennbaren Trend zur Form präsentierten sich die früheren Klotener Schlüsselspieler . ;präsentieren;trend;;not_done;;;;;;;;;;;;;;;
170;nzz_1997_09_16_a60_seg7_s1_hit1;Die Experten des Unctad-Sekretariats akzeptieren heute zwar ohne Vorbehalt , dass die Weltwirtschaft in den neunziger Jahren dank der internationalen Wettbewerbsverflechtung und dank dem Abbau von Protektionismus jeglicher Art mit einem deutlich sinkenden Inflationsdruck gewachsen ist . ;akzeptieren;vorbehalt;;not_done;;;;;;;;;;;;;;;
171;nzz_1997_09_22_a118_seg2_s17_hit1;Der unter chronischen Defiziten leidende Staat wird keine Gelegenheit erhalten , sich finanziell zu entlasten , im Gegenteil : er soll weiterhin nicht nur das Dotationskapital zu Selbstkosten zur Verfügung stellen , sondern auch die Staatsgarantie ohne weitere Abgeltung leisten . ;leisten;abgeltung;;not_done;;;;;;;;;;;;;;;
172;nzz_1998_05_02_a253_seg7_s5_hit1;September 1938 , dem Tag , an dem durch das Eingehen der Westmächte auf die deutschen Forderungen über das Schicksal der Tschechoslowakei entschieden wurde , die Tschechen zum Widerstand aufgerufen und ermutigt hatte : « Jeder tschechische Soldat , der dann streitet und leidet , wird es auch für uns - und , ich sage es heute ohne Vorbehalt : er wird es auch für die Kirche Jesu Christi tun , die in dem Dunstkreis der Hitler und Mussolini nur entweder der Lächerlichkeit oder der Ausrottung verfallen kann » ( « Brief an Prof. Hromadka in Prag » ) . ;sagen;vorbehalt;;not_done;;;;;;;;;;;;;;;
173;nzz_1998_05_11_a96_seg3_s8_hit1;« Sly » ist ein gewiss effektvolles , im Grunde aber misslungenes Werk eines Komponisten , den man ohne schlechtes Gewissen ruhen lassen kann . ;ruhen;gewissen;;not_done;;;;;;;;;;;;;;;
174;nzz_1998_05_05_a107_seg2_s6_hit1;Laut dem neuen Beschluss , der noch von der Nationalbank und vom Finanzministerium genehmigt werden muss , sollen die jungen Aktien ohne Vorkaufsrecht der bisherigen Eigentümer öffentlich zur Zeichnung aufgelegt werden . ;auflegen;vorkaufsrecht;;not_done;;;;;;;;;;;;;;;
175;nzz_1998_05_12_a19_seg9_s2_hit1;Sie wird immer noch ohne Vorbehalt befürwortet , und der jetzige sozialistische Staatspräsident Sampaio hat sein Land in der Ukraine kürzlich sogar als Mentor empfohlen . ;befürworten;vorbehalt;;not_done;;;;;;;;;;;;;;;
176;nzz_1998_05_02_a253_seg11_s5_hit1;Sie liegen aber nicht einfach fremd und ohne Vergleich nebeneinander . ;liegen;vergleich;;not_done;;;;;;;;;;;;;;;
177;nzz_1998_06_29_a23_seg6_s5_hit1;Die FDP bekennt sich ohne Vorbehalt für eine Steuerreform , die 30 Milliarden Mark « netto » erbringen soll . ;bekennen;vorbehalt;;not_done;;;;;;;;;;;;;;;
178;nzz_1997_12_24_a26_seg4_s57_hit1;Haben Sie sich einmal vergegenwärtigt , dass die « Mir » mehr als eineinhalb Milliarden von Kilometern gereist ist ohne einen einzigen Toten ? ;reisen;tote;;not_done;;;;;;;;;;;;;;;
