Interne-ID;Function-Head;Funktion-Hit;Head;ID-Head;ID-NZZ;ID-Token;Meta-Kopf;sentence;Oberkategorie;Unterkategorie;Status;Kommentar;externe Funktion;pFREQ;AuW;pure;agent;method;degree;proposition;KONJ;FRAME;SADV;extern;KAUS;TEMP;FREQ;BU;LOC;intern;INST;KOM;SH;iLOC
133;VVFIN;ADV;sehen;18;NZZ_1999_03_11_a58_seg4_s8;20;Full|3|Sg|Pres|Ind;Wir sollten uns auch hüten, Zeitungs- oder Fernsehberichte für bare Münze zu nehmen - vor Ort sieht vieles anders aus .;prozess;rein;done;;notwendig;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
134;VVPP;ADV;sehen;22;NZZ_1996_10_22_a70_seg11_s15;21;Full|Psp;Unter diesen Aspekten sollte es deshalb nicht verwundern, wenn der Einsatz des knappen Gutes Kapital bei verschiedenen Unternehmungen heute anders gesehen wird als noch vor ein paar Jahren .;prozess;rein;done;;notwendig;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
136;VVFIN;ADV;sehen;4;NZZ_1998_09_14_a30_seg3_s1;8;Full|3|Sg|Pres|Ind;Fern von Bonn sieht der deutsche Wahlkampf anders aus .;prozess;rein;done;;notwendig;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
137;VVFIN;ADV;sehen;6;NZZ_1995_02_22_a178_seg14_s13;9;Full|3|Sg|Pres|Ind;Im Bereich der digitalen Amateurphotographie sieht es völlig anders aus .;prozess;rein;done;;notwendig;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
141;VVFIN;ADV;sehen;12;NZZ_1994_10_15_a122_seg38_s5;15;Full|3|Sg|Past|Ind;Genauer : nicht mehr, denn noch vor knapp einer Generation sah es grundlegend anders aus .;prozess;rein;done;;notwendig;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
146;VVFIN;ADV;sehen;22;NZZ_1998_02_16_a145_seg4_s4;24;Full|3|Sg|Pres|Subj;"Diesmal sei er noch von allem sehr beeindruckt gewesen, gab der Volleyball-Fan und Bücherwurm zu ; in vier Jahren aber sehe es anders aus .";prozess;rein;done;;notwendig;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
147;VVFIN;ADV;sehen;8;NZZ_1995_06_29_a139_seg3_s12;12;Full|3|Pl|Pres|Ind;Die Adepten einer « neuen Revolution » sehen das naturgemäss etwas anders .;prozess;rein;done;;notwendig;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
149;VVFIN;ADV;sehen;3;NZZ_1998_10_15_a140_seg9_s2;7;Full|3|Sg|Pres|Ind;Und hier sieht das Problem nochmals anders aus : Auf den Pneus ist mittels Buchstabencodes die Maximalgeschwindigkeit ablesbar ( Q für 160, T für 190, H für 210 und V für maximal 240 km/h ) .;prozess;rein;done;;notwendig;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
151;VVFIN;ADV;sehen;3;NZZ_1996_04_15_a132_seg5_s8;5;Full|3|Sg|Past|Ind;Die Wirklichkeit sah allerdings anders aus : im Mittelfeld hatte etwa Vercruysse wohl am meisten Ballkontakte, dennoch schien er vielfach in einen Trott zu verfallen - Überraschungseffekte blieben in seinen Zuspielen aus .;prozess;rein;done;;notwendig;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
152;VVFIN;ADV;sehen;3;NZZ_1998_01_09_a24_seg9_s1;2;Full|3|Sg|Pres|Ind;Ganz anders sieht die Optik der Unita aus .;prozess;rein;done;;notwendig;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
155;VVFIN;ADV;sehen;5;NZZ_1995_11_17_a152_seg3_s4;8;Full|3|Sg|Pres|Ind;Die Endabrechnung des Regierungsrates sieht nun etwas anders aus .;prozess;rein;done;;notwendig;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
157;VVFIN;ADV;sehen;3;NZZ_1998_10_30_a232_seg2_s5;2;Full|3|Sg|Pres|Ind;Ganz anders sieht dagegen die von uns zwangsweise bezahlte Berichterstattung von Radio DRS aus : In der gleichen Sendung wurde kürzlich vom Diktator Pinochet, mit Nennung der Zahl von ihm Ermordeter, und von « Präsident » Milosevic berichtet, ohne des letzteren Schandtaten auch nur anzudeuten .;prozess;rein;done;;notwendig;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
169;VVFIN;ADV;sehen;5;NZZ_1994_07_27_a166_seg2_s10;7;Full|3|Pl|Pres|Ind;Margrets erwachsene Kinder allerdings sehen das anders .;prozess;rein;done;;frei;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
181;VVFIN;ADV;sehen;3;NZZ_1998_09_04_a158_seg10_s1;2;Full|3|Sg|Pres|Ind;Ganz anders sieht es ein grosser Teil der Höngger Bevölkerung .;prozess;rein;done;;frei;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
197;VVFIN;ADV;sehen;11;NZZ_1993_04_06_a30_seg2_s8;19;Full|3|Sg|Pres|Ind;Ganz offensichtlich spielt aber auch der Prestigewert eine Rolle, sieht doch die Welt vom erhöhten Sitz ganz anders aus .;prozess;rein;done;;notwendig;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
158;VVPP;ADV;setzen;14;NZZ_1998_10_26_a174_seg3_s15;13;Full|Psp;Aber Düsseldorf liegt in Zentraleuropa, wo die Akzente in der Wertung anders gesetzt werden : Da zählen Treffer, egal, wie wirksam sie waren, mehr als brachiale Dominanz .;prozess;rein;done;;frei;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
193;VVFIN;ADV;setzen;10;NZZ_1993_04_03_a168_seg4_s4;16;Full|3|Pl|Pres|Ind;Allerdings - und das ist die wichtige Qualifizierung - setzen sich die effektiv abgeflossenen Mittel anders zusammen, als in München geplant wurde .;prozess;rein;done;;frei;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
196;VVFIN;ADV;setzen;55;NZZ_1993_04_06_a23_seg12_s8;52;Full|3|Pl|Past|Ind;"Ein belgischer Techniker von Gécamines, der seinen kaum benützbaren Arbeitsplatz für einmal als Journalistenbegleiter verlassen hat, fordert die Diskussionsrunde der Sinistrés mit der Bemerkung heraus, an Widerstand hätten sie bisher noch gar nichts gezeigt ; Mobutu und seine Schergen würden sie nie los, solange sie sich nicht anders zur Wehr setzten .";prozess;rein;done;;frei;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
47;VMFIN;ADV;sollen;7;NZZ_1995_06_20_a105_seg3_s2;2;Mod|3|Sg|Pres|Ind;Wie anders als schwungvoll vor allem soll man Robert Schumanns a-Moll-Klavierkonzert op. 54 spielen ?;prozess;rein;not of interest;Vergleich;;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
108;VMFIN;ADV;sollen;3;NZZ_1993_08_07_a70_seg11_s19;6;Mod|3|Sg|Past|Subj;Aber wie sollte es auch anders sein, besteht doch hier ganz zweifellos eine wesentliche innere Verwandtschaft, ein ähnlich unablässiges Verfolgtwerden vom Tod als wilde Todessehnsucht und versteinernde Todesangst .;nd;nd;not of interest;"prädikativ; wrong head";;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
153;VMFIN;ADV;sollen;9;NZZ_1994_03_19_a222_seg3_s1;11;Mod|3|Sg|Past|Ind;Auf der Insel der Inselentdecker wohnten - wie sollte es anders sein - die Inselentdecker .;nd;nd;not of interest;"prädikativ; wrong head";;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
173;VMFIN;ADV;sollen;52;NZZ_1998_02_27_a19_seg6_s10;50;Mod|3|Sg|Pres|Ind;"Skeptisch stimmt allerdings die ebenfalls erhobene Behauptung, dieser Aufschwung und namentlich die Industrialisierungsansätze seien ganz ohne negative Nebenerscheinungen wie etwa Umweltschäden vor sich gegangen ; angesichts der geradezu extremen Umweltschäden, welche die Industrialisierung im restlichen China begleiten, ist nicht ersichtlich, warum das ausgerechnet in Tibet anders sein soll .";nd;nd;not of interest;"prädikativ; wrong head";;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
195;VMFIN;ADV;sollen;7;NZZ_1993_04_05_a150_seg5_s1;9;Mod|3|Sg|Past|Ind;Der nacholympische Alltag ist, wie sollte es anders sein, nicht ungetrübt .;nd;nd;not of interest;prädikativ;;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
172;VVFIN;ADV;sparen;28;NZZ_1995_11_01_a142_seg2_s5;2;Full|3|Sg|Pres|Ind;Doch anders als Merle Haggard, der ebenfalls - mit seiner patriotischen Nachhilfehymne « Okie from Muskogee » - in die falsche politische Ecke gestellt wurde, spart Hubbard in « Up Against The Wall ( Redneck Mother ) » keineswegs mit sozialkritischen und ironischen Kommentaren .;nd;nd;not of interest;Vergleich;;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
44;VVFIN;ADV;spielen;24;NZZ_1994_10_13_a28_seg9_s3;10;Full|-2;Hierzu zählen die regimenahen Eliten der DDR, die anders als in den übrigen ehemaligen sowjetischen Satellitenstaaten keine Rolle mehr im öffentlichen Leben spielen .;nd;nd;not of interest;Vergleich;;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
4;VVFIN;ADV;Sprechen;4;NZZ_1998_04_17_a254_seg14_s48;6;Reg|Nom|Sg|Neut;Jaroslav Kilian : Sprechen Schwule anders als Heteros ?;prozess;rein;done;Vergleich;frei;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
1;VVFIN;ADV;stehen;6;NZZ_1996_01_18_a1_seg4_s3;8;Full|3|Sg|Pres|Ind;In den Akten des Verfahrens steht es anders : Vier Unternehmen der Gruppe haben zur Erleichterung ihrer Steuerlast Bestechungsgelder im Gesamtumfang von 380 Millionen Lire ( umgerechnet etwa 285 000 Franken ) an die finanzpolizeilichen Revisoren abgeführt - eine allzu bescheidene Summe, um das Aufsehen zu rechtfertigen, das dem Verfahren in den Medien zukommt .;prozess;rein;done;;frei;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
159;VVFIN;ADV;stehen;5;NZZ_1994_10_06_a181_seg5_s13;8;Full|3|Sg|Pres|Ind;Auf der andern Seite steht es nicht anders .;prozess;rein;done;;notwendig;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
46;VVFIN;ADV;suchen;24;NZZ_1994_06_03_a213_seg28_s5;10;Full|3|Sg|Pres|Ind;In der theorieverliebten Szene Manhattans fiel Holl, der anders als die meisten seiner US-Kollegen die Legitimation der Architektur nicht ausserhalb der Baukunst sucht, durch sein Ziel auf, « to heighten phenomenal experience while simultaneously expressing meaning » .;nd;nd;not of interest;Vergleich;;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
106;VVFIN;ADV;tönen;4;NZZ_1994_06_02_a76_seg4_s6;7;Full|3|Sg|Past|Ind;In der Plenardiskussion tönte es aber anders .;prozess;rein;done;;frei;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
129;VVPP;ADV;überraschen;9;NZZ_1994_04_29_a125_seg3_s5;8;Full|Psp;Nun wurde die Öffentlichkeit erst einmal ganz anders überrascht : mit der Nachricht nämlich, dass die Biographie vorerst nicht erscheinen kann und es darum auch keine Werk-Einblicke und keine Lebens-Einsichten geben wird .;prozess;rein;done;;frei;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
160;VVFIN;ADV;umgehen;13;NZZ_1996_11_25_a89_seg7_s6;12;Full|3|Pl|Pres|Ind;Im Fall der Biotechnologie etwa, mit der die Forscher ganz anders umgehen als seinerzeit mit der Atomtechnik, werde man einsehen, dass Pauschalverbote « wenig bringen, aber sehr viel zerstören » .;prozess;rein;done;;notwendig;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
123;VVINF;ADV;verbuchen;3;NZZ_1995_08_17_a27_seg1_s1;2;Full|-2;Überschuss anders verbuchen;prozess;rein;done;title;frei;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
166;VVPP;ADV;verfahren;14;NZZ_1999_02_13_a231_seg7_s21;13;Full|Psp;Es liege ja auf der Hand, dass bei der Jahresbenennung ganz anders verfahren werde, heisse ein Jahr doch vom 1. Januar an - zum Beispiel - « 1699 » .;prozess;rein;done;;notwendig;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
23;VVFIN;ADV;verhalten;6;NZZ_1996_10_08_a44_seg3_s10;9;Full|3|Sg|Pres|Ind;Das Gipfeleis auf dem Mönch verhält sich damit anders als das in der allgemeinen Tendenz allerorten drastisch schmelzende Gletschereis .;prozess;rein;done;Vergleich;frei;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
89;VAFIN;ADV;verhalten;12;NZZ_1998_10_03_a235_seg10_s18;10;Haben|3|Pl|Past|Subj;( Ob unsere Banken sich in solcher Lage wesentlich anders verhalten hätten, darf bezweifelt werden . );prozess;rein;done;;notwendig;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
167;VVFIN;ADV;verhalten;4;NZZ_1998_06_19_a184_seg4_s42;8;Full|3|Sg|Past|Ind;Bei der USGA verhielt es sich zuletzt anders .;prozess;rein;done;;notwendig;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
171;VVFIN;ADV;verhalten;14;NZZ_1994_07_20_a72_seg4_s17;17;Full|3|Sg|Pres|Subj;In einem längeren Telefongespräch mit den USA erklärt ihr die Mutter, es verhalte sich dort anders als in Amerika oder sonstwo .;prozess;rein;done;;notwendig;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
174;VVFIN;ADV;verhalten;2;NZZ_1998_01_19_a157_seg3_s21;10;Full|3|Sg|Pres|Ind;Dies verhält sich im Fall von Andre Agassi ganz anders .;prozess;rein;done;;notwendig;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
175;VVFIN;ADV;verlaufen;16;NZZ_1995_09_13_a36_seg8_s3;15;Full|Psp;Sollte sich diese Einschätzung als falsch erweisen und die Entwicklung in der EU völlig anders verlaufen als heute angenommen wird, so liegt es auf der Hand, das strategische Ziel zu revidieren .;prozess;rein;done;;notwendig;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
178;VVFIN;ADV;verlaufen;5;NZZ_1999_08_23_a114_seg9_s3;7;Full|3|Sg|Pres|Ind;Ihre Suche nach Geldgebern verläuft zwar anders als erhofft, aber zum Glück leben sie in New York, wo jeder ein kleiner Künstler ist und man Stars beim Taxifahren kennenlernt .;prozess;rein;done;;notwendig;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
180;VVINF;ADV;verlaufen;9;NZZ_1997_02_15_a217_seg3_s75;2;Full|Psp;Wie anders wäre die Geschichte dieses Jahrhunderts dann verlaufen !;prozess;rein;done;;notwendig;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
185;VVINF;ADV;verlaufen;19;NZZ_1998_01_05_a97_seg3_s28;18;Full|-2;Jede Reiseschilderung trägt eben immer auch das Offene in sich : Die Reise durchs Leben hätte ganz anders verlaufen können ...;prozess;rein;done;;notwendig;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
82;VVFIN;ADV;verraten;41;NZZ_1997_08_02_a112_seg5_s8;29;Full|3|Sg|Pres|Ind;In Amsterdam nun hat Piano für sein wissenschaftliches Vergnügungszentrum über dem vierspurigen Ij-Tunnel, einem eindrücklichen Ingenieurbau aus den sechziger Jahren, ein Gehäuse geschaffen, das - anders als die Kulturmaschine im Pariser Beaubourg - nichts von seinem Innenleben verrät .;nd;nd;not of interest;"Vergleich; Parenthese";;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
5;VVPP;ADV;verstehen;30;NZZ_1995_09_16_a99_seg5_s2;29;Full|Psp;Die Orientalistin hätte für die Grosszügigkeit und Toleranz, welche der islamischen Tradition eingeschrieben ist, ein Zeichen setzen können, indem sie die « Satanischen Verse » anders verstanden hätte denn lediglich als « ironische Verunglimpfung » muslimischen Glaubens .;prozess;rein;done;;frei;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
73;VVINF;ADV;verstehen;6;NZZ_1998_09_07_a97_seg7_s31;5;Full|-2;Man lernt hier Kunst anders verstehen .;prozess;rein;done;;frei;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
199;VVINF;ADV;verstehen;6;NZZ_1993_04_06_a67_seg2_s3;4;Full|-2;Der Titel ist anders zu verstehen : Seit kurzer Zeit haben sich von den nicht weniger als sechzig Motor- und Helikopter-Flugschulen deren 43 zum Verband schweizerischer Flugschulen ( VSF ) zusammengeschlossen .;prozess;rein;done;;frei;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
63;VVPP;ADV;verteilen;6;NZZ_1999_05_10_a28_seg6_s7;5;Full|Psp;Ferner soll die Arbeit anders verteilt werden .;prozess;rein;done;;frei;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
76;VVPP;ADV;verteilen;8;NZZ_1996_05_09_a200_seg3_s37;7;Full|Psp;Dabei waren die Karten einmal ganz anders verteilt .;prozess;rein;done;;frei;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
84;VVPP;ADV;verteilen;8;NZZ_1996_11_21_a173_seg34_s3;7;Full|Psp;So soll unter anderem die Wohnfläche anders verteilt werden .;prozess;rein;done;;frei;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
109;VVPP;ADV;vorgehen;11;NZZ_1995_06_07_a6_seg9_s2;7;Full|Psp;Gegen die Risiken der Gentechnik soll anders als mit Verboten vorgegangen werden .;prozess;rein;done;Vergleich;frei;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
187;VVINF;ADV;vorgehen;11;NZZ_1998_09_05_a52_seg18_s11;10;Full|-2;Und weil man sich hier kennt, kann man anders vorgehen .;prozess;rein;done;;frei;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
165;VVPP;ADV;vornehmen;22;NZZ_1996_05_23_a68_seg3_s3;21;Full|Psp;So hat etwa die Forderung des Verfassungsgerichts, wonach mit Blick auf die Erbschaftssteuer die Bewertung von Grundvermögen nicht grundsätzlich anders vorgenommen werden dürfe als die Bewertung von Kapital, zur Abschaffung der Vermögenssteuer auf Betriebsvermögen per Jahresbeginn 1997 geführt .;prozess;rein;done;;frei;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
65;VVPP;ADV;vorstellen;16;NZZ_1995_06_12_a148_seg3_s16;15;Full|Psp;Für Martin Brunner, der sich seine erste Saison nach dem Wegzug aus Zürich anders vorgestellt hatte, liegt einer der Hauptgründe der enttäuschenden Leistungen des Léman-Teams an der fehlenden konditionellen Basis .;prozess;rein;done;;frei;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
164;VVPP;ADV;vorstellen;10;NZZ_1999_03_30_a38_seg3_s11;9;Full|Psp;Vermutlich hatte sie sich ihre Berner Zeit dennoch anders vorgestellt, denn realpolitisch betrachtet rutschten die amerikanisch-schweizerischen Beziehungen in den letzten drei Jahren in eine ausgewachsene Krise .;prozess;rein;done;;frei;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
188;VVFIN;ADV;wahrnehmen;31;NZZ_1998_04_18_a39_seg10_s9;30;Full|3|Sg|Past|Ind;Vermutlich liess es der Luftwaffenkommandant wirklich an Fingerspitzengefühl mangeln, als er den Kommandanten Fliegerbrigade 31 überraschend als Stabschef einsetzte, auch wenn er dies aus verständlichen menschlichen Gründen anders wahrnahm .;prozess;rein;done;;frei;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
191;VVPP;ADV;wirken;12;NZZ_1999_10_18_a87_seg8_s2;3;Full|Psp;( Wie anders hätte als Eröffnungsredner der schwerblütige Wahrheitssucher Péter Nádas gewirkt, der zwangsläufig das Messer in den Wunden der zehn letzten Jahre gedreht hätte . );nd;nd;not of interest;prädikativ;;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
192;VVINF;ADV;wirken;3;NZZ_1999_01_08_a135_seg3_s7;2;Full|3|Pl|Pres|Ind;Ganz anders wirken die Porträts, die Gino Pedroli als Reporter aufnahm und teilweise auch in der « Illustrazione Ticinese » publizierte : Da drescht eine Bäuerin den Weizen, sitzt eine Alte vor dem Haus und lässt die Spindel kreisen, dort müht sich ein Bärtiger mit einer Mistkarre ab, greift ein Akkordeonist in die Tasten .;prozess;nd;not of interest;prädikativ;;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
38;VVFIN;ADV;wohnen;21;NZZ_1998_01_09_a235_seg7_s18;18;Full|3|Pl|Past|Ind;Wo die neue Oper voluminös in den Platz drängt, war es bis vor wenigen Jahren nicht anders : hier wohnten, arbeiteten, lebten die Bürger und hatten sich ihren Teil von Paris angeeignet .;nd;nd;not of interest;"prädikativ; wrong head";;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
39;VMFIN;ADV;wollen;2;NZZ_1998_10_27_a182_seg2_s5;5;Mod|3|Sg|Past|Ind;Fortuna wollte es aber anders .;prozess;rein;done;;frei;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
69;VMFIN;ADV;wollen;9;NZZ_1994_09_15_a38_seg6_s6;12;Mod|3|Pl|Past|Ind;Frankreich und der Europäische Gerichtshof ( EuGH ) wollten es aber anders .;prozess;rein;done;;frei;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
