Interne-ID;Function-Head;Funktion-Hit;Head;ID-Head;ID-NZZ;ID-Token;Meta-Kopf;sentence;Oberkategorie;Unterkategorie;Status;Agens;Kommentar;externe Funktion;prozess;pFREQ;AuW;pure;agent;method;degree;proposition;KONJ;FRAME;SADV;extern;KAUS;TEMP;FREQ;BU;LOC;intern;INST;KOM;SH;iLOC
53;VVFIN;ADJD;fordern;2;NZZ_1995_10_20_a20_seg6_s12;3;Full|3|Sg|Pres|Ind;Karadzic fordert vehement die Rückgabe der in den letzten Wochen von den Bosnjaken und den Kroaten eroberten Gebiete .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
54;VVPP;ADJD;verteidigen;18;NZZ_1994_06_30_a149_seg9_s7;14;Full|Psp;Die « Angeklagten » waren an der Generalversammlung abwesend, doch sie wurden vehement von Stoppers Frau verteidigt, die erklärte, ohne die zurückgetretenen Fachleute sei die Genossenschaft gar nicht fähig, das Projekt Lokomotivremise zu Ende zu führen .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
55;VVPP;ADJD;einsetzen;18;NZZ_1999_09_06_a18_seg3_s3;12;Full|Psp;Doch Stoiber selbst gerät zunehmend unter Druck, da er sich vehement für umstrittene Projekte in Ostdeutschland eingesetzt haben soll .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
56;VVFIN;ADJD;setzen;4;;6;Full|3|Sg|Pres|Ind;, Tessin ) setzt sich vehement für den Minderheitsantrag seines Fraktionskollegen Jutzet und damit für Festhalten am ursprünglichen Vorschlag des Bundesrats ein .;prozess;agensorientiert;done;anim;unvollständig;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
57;VVFIN;ADJD;wehren;3;NZZ_1994_09_05_a83_seg3_s19;7;Full|3|Pl|Pres|Ind;Und zudem wehren sich die Bürgerlichen vehement gegen die von der Linken auf dem Planungsweg angestrebte « kalte Enteignung » .;prozess;agensorientiert;done;anim_like;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
58;VVPP;ADJD;melden;20;NZZ_1996_06_25_a51_seg3_s1;19;Full|Psp;hd. Am vergangenen Wochenende hat sich, wenn auch mit etwa zehntägiger Verspätung, die berüchtigte Schafskälte recht vehement gemeldet .;prozess;rein;done;inanim;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
59;VVPP;ADJD;ablehnen;25;NZZ_1994_02_08_a79_seg11_s1;24;Full|Psp;Eine kürzlich zum Vorschein gekommene Porträtphotographie, die « mit grosser Wahrscheinlichkeit » Charlotte Brontë zeigt, wird von den Verehrern der Schriftstellerin vehement abgelehnt : das unscheinbare Gesicht ist weder mit dem Image der Autorin noch mit der beliebten Porträtzeichnung von George Richmond zur Deckung zu bringen .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
60;VVFIN;ADJD;kritisieren;22;NZZ_1998_12_10_a51_seg16_s9;23;Full|3|Sg|Pres|Ind;Jetzt kommt der erste Kunst-Banause, leitet René Moser ( fps., Aargau ) sein Votum gegen die Vorlage ein und kritisiert vehement das Architektenhonorar .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
61;VVFIN;ADJD;wehren;7;NZZ_1998_05_13_a169_seg4_s2;10;Full|3|Sg|Past|Ind;Der Vater der angeklagten Exfreundin Osterwalders wehrte sich dabei vehement gegen die psychiatrischen Gutachten, wonach er ein dominanter Vater gewesen sei .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
62;VVFIN;ADJD;protestieren;3;NZZ_1999_11_27_a268_seg14_s2;7;Full|3|Pl|Past|Ind;Anfang September protestierten die gemässigten Linksintellektuellen vehement gegen das « niederträchtige Manöver » der « Freiheit » .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
63;VVFIN;ADJD;lehnen;2;NZZ_1997_01_08_a22_seg6_s1;12;Full|3|Sg|Past|Ind;Erwartungsgemäss lehnte ein Sprecher Aidids den Beschluss zur Gründung des Heilsrats vehement ab, auch wenn dieser Aussenstehenden als extrem unverbindlich erscheinen mag .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
64;VVPP;ADJD;werben;15;NZZ_1995_12_22_a18_seg6_s7;9;Full|Psp;Aussenminister Schenk, der zu Beginn der Verhandlungen vehement für die Ratifikation des Vertrags geworben und die Forderungen der Nationalpartei als extrem bezeichnet hatte, äusserte jedoch Zweifel daran, ob solche Konsultationen möglich und nützlich wären .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
65;VVINF;ADJD;aufbrechen;34;NZZ_1995_05_12_a17_seg1_s19;33;Full|-2;Das Problem stellt sich, wie auch in Zukunft die horizontale Weiterverbreitung der Atomwaffen verhindert werden kann - in einer Welt, in der nach dem Ende des kalten Krieges regionale Konflikte vehement aufbrechen und die Verwendung von Spaltmaterial zur friedlichen Nutzung der Kernenergie ebenso wie das Know-how dazu in vielen Drittweltländern verbreitet ist .;prozess;rein;done;inanim;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
66;VVFIN;ADJD;stellen;24;NZZ_1994_02_08_a3_seg9_s1;30;Full|3|Sg|Past|Ind;Während die britische Delegation am Montag ein militärisches Eingreifen nicht mehr kategorisch ausschliessen wollte - was sie ohnehin nie getan hat -, stellte sich der EG-Vermittler Lord Owen vehement gegen jede Gewaltanwendung von aussen .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
67;VVFIN;ADJD;rennen;4;NZZ_1995_01_11_a156_seg3_s17;8;Full|3|Pl|Past|Ind;Wie gehabt, rannten die Zürcher danach vehement an, teils kopflos und im Abschluss keine Spur besser als vorher .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
68;VVFIN;ADJD;wenden;19;NZZ_1995_02_02_a190_seg8_s14;12;Full|3|Sg|Pres|Ind;Das Besondere an diesem Buch ist, dass der Autor sich vehement gegen einen Brauch seiner eigenen Gesellschaft wendet .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
69;VVFIN;ADJD;lehnen;13;NZZ_1995_09_29_a121_seg12_s3;17;Full|3|Pl|Pres|Ind;Die einen halten ihn für das neue Jazz-Genie schlechthin, die anderen lehnen ihn als Epigonen vehement ab .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
70;VVPP;ADJD;ablehnen;25;NZZ_1998_11_25_a204_seg3_s25;24;Full|Psp;Vielmehr handle es sich um Artefakte, die bei der Probenpräparation entstanden seien - eine Interpretation, die von Azmi aus naheliegenden Gründen vehement abgelehnt wird .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
71;VVPP;ADJD;bestreiten;32;NZZ_1999_03_23_a32_seg10_s9;31;Full|Psp;Ob das dem Kanton auch die erwarteten finanziellen Vorteile bringt, wird indessen von Oensingen, das seinen Standpunkt bereits frühzeitig mit einem Rechtsgutachten untermauerte, und den benachbarten Gemeinden vehement bestritten .;prozess;agensorientiert;done;anim_like;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
73;VVFIN;ADJD;auflehnen;20;NZZ_1999_11_17_a32_seg8_s12;10;Full|3|Sg|Past|Ind;Die Tatsache, dass sich Brunschwig Graf schliesslich noch vehement gegen das Microsoft-Monopol und die dadurch massiv erhöhten Lizenzgebühren auflehnte, zeichnet sie als kämpferische und kostenbewusste Genfer Erziehungsdirektorin aus .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
74;VVFIN;ADJD;engagieren;12;NZZ_1996_03_22_a117_seg3_s10;5;Full|Psp;Dieser Verlag hat sich vehement für Ré Soupault als eigenständige Künstlerin engagiert und sie in den letzten Jahren als Photographin entdeckt .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
75;VVFIN;ADJD;versuchen;17;NZZ_1996_03_30_a28_seg6_s14;5;Full|3|Sg|Past|Ind;Deshalb plädierte er 1992 vehement für die Bildung der Gemeinschaft Unabhängiger Staaten ( GUS ), versuchte aber zugleich, einen möglichst grossen Spielraum zu wahren .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
76;VVFIN;ADJD;verteidigen;2;NZZ_1995_09_25_a270_seg10_s4;6;Full|1|Sg|Pres|Ind;Trotzdem verteidige ich das Milizsystem vehement .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
77;VVPP;ADJD;beteuern;49;NZZ_1996_09_03_a117_seg3_s18;48;Full|Psp;Er sei Jude, wurde ihm gesagt, ob er das denn nicht wüsste, und da er aus tiefer Überzeugung verneinte, dafür schallend geohrfeigt wurde, wieder einmal ein schon so grosser Junge, hatte er laut aufgeheult, vom Selbstmitleid erfüllt, und so vehement beteuert, dass er es nicht gewusst habe, dass ihm doch Glaube geschenkt wurde .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
78;VVFIN;ADJD;fordern;4;NZZ_1999_01_25_a33_seg3_s8;5;Full|3|Sg|Past|Ind;Die satirische Zeitschrift forderte vehement die Abrechnung mit den namentlich bekannten Frontisten und « Anpassern », wachte aber gleichzeitig darüber, dass die Linke deren bürgerliche Provenienz nicht instrumentalisiere .;prozess;agensorientiert;done;anim_like;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
79;VVFIN;ADJD;setzen;14;NZZ_1996_05_10_a143_seg3_s18;16;Full|3|Sg|Past|Ind;Auch der Sportwart des Deutschen Leichtathletik-Verbandes ( DLV ), Rüdiger Nickel, setzte sich vehement für ein Dopingverbot unter Berufssportlern ein und wies darauf hin, dass der deutsche Sport eines der effizientesten Dopingkontrollsysteme kenne .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
80;VVPP;ADJD;bestreiten;10;NZZ_1999_09_07_a30_seg4_s3;9;Full|Psp;Der Vorwurf der Bestechung wird von den Angeklagten vehement bestritten .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
81;VVPP;ADJD;stellen;35;NZZ_1996_09_03_a112_seg6_s1;32;Full|Psp;Nur, woran liegt es, dass Jacques Derrida trotz seiner eindeutig philosophischen Herkunft innerhalb der Zunft als Grenzgänger und Aussenseiter galt und gilt, dessen Zugehörigkeit zur Philosophie immer wieder vehement in Frage gestellt wird ?;prozess;agensorientiert;done;unknown;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
82;VVFIN;ADJD;sprechen;20;NZZ_1996_08_03_a177_seg12_s5;22;Full|3|Sg|Past|Ind;Nach Hodgsons Abgang machte sich der « Tages Anzeiger » für einen Neubeginn stark, der « Blick » sprach sich vehement für die Doppellösung aus .;prozess;agensorientiert;done;anim_like;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
83;VVPP;ADJD;angreifen;27;NZZ_1999_03_15_a24_seg11_s3;26;Full|Psp;Gemeint waren damit Reden wie diejenige des Linkssozialisten Léon Nicole, der im Genfer Grossen Rat die Einberufung des Völkerbunds verlangt und dabei Aussenminister Motta vehement angegriffen hatte .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
84;VVFIN;ADJD;befürworten;11;NZZ_1995_05_20_a6_seg3_s10;10;Full|Psp;Chen Xitong hatte 1989 den Armee-Einsatz gegen die Bevölkerung vehement befürwortet .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
85;VVFIN;ADJD;wehren;27;NZZ_1996_07_30_a163_seg3_s7;29;Full|3|Sg|Past|Ind;Shearer hatte zwar in seinem Vertrag eine Klausel, die ihm nach vier Jahren bei den Rovers einen Wechsel erlauben würde - doch Rovers-Eigentümer Jack Walker wehrte sich vehement gegen einen Transfer zum Meister, der in Blackburn alles andere denn beliebt ist .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
86;VVFIN;ADJD;bestreiten;2;NZZ_1997_09_11_a12_seg8_s6;6;Full|3|Sg|Pres|Ind;Dies bestreitet der Präsident jedoch vehement .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
87;VVFIN;ADJD;auftreten;39;NZZ_1998_10_21_a27_seg10_s1;35;Full|3|Sg|Pres|Ind;Die Fraktion der oppositionellen Bauernpartei votierte denn auch mehrheitlich gegen den Regierungsrücktritt, ebenso wie die Progressive Sozialistische Partei ( PSPU ), die die anderen linken Parteien als heuchlerisch und bourgeois bezeichnet und vehement gegen jegliche Reformen auftritt, da diese ihrer Ansicht nach zur Verarmung der Ukraine beitragen .;prozess;agensorientiert;done;anim_like;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
88;VVFIN;ADJD;weisen;3;NZZ_1995_01_30_a117_seg12_s12;7;Full|3|Pl|Pres|Ind;Die Delegierten weisen den Vorwurf indessen vehement zurück und betonen, « wie ernst uns die Mitarbeit aller Mitglieder bei unserer Interessenvertretung ist » .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
89;VVINF;ADJD;einsetzen;11;NZZ_1995_03_07_a57_seg1_s3;9;Full|-2;Die Jusos wollen sich nach einer Annahme aber vehement dafür einsetzen, dass die Rentenaltererhöhung rückgängig gemacht wird .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
90;VVFIN;ADJD;bestreiten;4;NZZ_1996_08_27_a146_seg5_s31;7;Full|3|Sg|Pres|Ind;Den neuen Vorwurf bestreitet er aber vehement .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
91;VVFIN;ADJD;erklären;13;NZZ_1994_03_04_a135_seg3_s9;14;Full|3|Sg|Pres|Ind;Dass « die Stadt » gar nicht eindeutig zu bestimmen sei, erklärt vehement Jean Nouvel, einer der Stararchitekten, die am Ende der Ausstellungen mit « Nouvelles de la mégapole » am Bildschirm aufwarten .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
92;VVFIN;ADJD;kritisieren;22;NZZ_1998_03_13_a75_seg7_s2;23;Full|3|Sg|Past|Ind;An dem in letzter Zeit in Deutschland auf wachsendes Interesse stossenden « Schweizer Modell » liess Lintner keinen guten Faden und kritisierte vehement die deutsche Bundesärztekammer, da diese sich kürzlich wie gemeldet zum erstenmal für die Übernahme des « Schweizer Modells » ausgesprochen hatte .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
93;VVFIN;ADJD;greifen;4;NZZ_1998_07_18_a199_seg1_s10;6;Full|3|Sg|Past|Ind;Die französische Justiz griff so vehement zu, dass es den samtenen Instanzen des Radsports die Luft abschnitt .;prozess;agensorientiert;done;anim_like;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
94;VVINF;ADJD;rufen;13;NZZ_1994_04_12_a19_seg8_s13;9;Full|-2;Vermutlich wird sich Moskau darauf versteifen, nun vehement nach Verhandlungen zu rufen .;prozess;agensorientiert;done;anim_like;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
95;VVINF;ADJD;ablehnen;17;NZZ_1994_09_16_a121_seg4_s7;16;Full|-2;Ganz sicher ist dagegen, dass die betroffene Quartierbevölkerung ein Gassenzimmer-Projekt in ihrer Nähe mehrheitlich vehement ablehnen würde .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
96;VVFIN;ADJD;plädieren;32;NZZ_1994_11_09_a101_seg3_s9;29;Full|3|Sg|Pres|Ind;"Doch die Entwicklung zum Ehemann und praktizierenden Vater muss gegen den geballten Widerstand aller involvierten Frauen durchgesetzt werden : der eigenen Mutter ( Catherine Samie ), die vehement für Abtreibung plädiert, weil sie doch, als Autorin von « La vie qui tue », einen Kreuzzug gegen die Übervölkerung der Erde führt und in ihrer bereits leergeräumten Villa nur noch eine letzte Ming-Vase « für die nächste Dürre in Äthiopien » hat ; der geschiedenen Ehefrau und Möchtegern-Mutter ( Sabine Haudepin ), die alles daransetzt, die neue Liaison zu hintertreiben ; und besonders der Mutter des Kindes ( Isabelle Townsend ), das er irgendwie gezeugt hat, und die nichts von einem Mann wissen will, den sie ja gar nicht kennt ... Wenn der Film mit wohlwollender Ironie den Reifeprozess des Helden beobachtet und zuletzt zum unverstellten Plädoyer für Ehe und Familie geworden sein wird, so hat er zuvor doch gekonnt die Dinge auf die Spitze getrieben, lässt die Figuren - von denen einige eine heimliche Liebe zu Katzen nähren - in ihrem beruflichen Umfeld zur grotesken Hundemeute mutieren .";prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
97;VVFIN;ADJD;wenden;5;NZZ_1996_04_03_a138_seg3_s20;8;Full|3|Sg|Past|Ind;Angesichts der zunehmenden Kriegsgefahr wandte sich Kraus vehement gegen eine Mystifizierung des Krieges und deckte auf, wie der Historiker Heinrich Friedjung auf Anstiftung der österreichischen Regierung die Meinung der Öffentlichkeit kriegstreiberisch zu manipulieren versuchte .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
98;VVPP;ADJD;führen;39;NZZ_1999_07_14_a129_seg6_s11;12;Full|Psp;Was die Rolle der deutschen Regierung anbelangt, wendet er sich vehement gegen die von Fritz Fischer in den sechziger Jahren vertretene These, dass Deutschland bereits 1914 einen auf die Erringung globaler Vorherrschaft gerichteten Präventiv- und Eroberungskrieg geführt habe, ähnlich dem von 1939 .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
99;VVFIN;ADJD;verwehren;2;NZZ_1998_10_14_a26_seg8_s10;4;Full|3|Sg|Pres|Ind;Shaath verwehrt sich vehement gegen diese in Ostjerusalem weitherum gehegte Vermutung .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
100;VVPP;ADJD;vertreten;24;NZZ_1999_11_13_a18_seg5_s1;23;Full|Psp;Howard ist in all den Jahren nie von seiner Meinung abgewichen, und er hat seinen Anspruch auch während des Referendumskampfs immer vehement vertreten .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
101;VVFIN;ADJD;eintreten;12;NZZ_1995_09_06_a3_seg10_s6;6;Full|3|Sg|Past|Ind;Die bosnische Regierung, die vehement für eine Fortführung der Angriffe eintrat, erklärte nach der Lancierung der Offensive dagegen, dass ihrer Teilnahme am Verhandlungsprozess in Genf nun nichts mehr im Weg stehe .;prozess;agensorientiert;done;anim_like;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
102;VVPP;ADJD;eintreten;19;NZZ_1999_03_27_a36_seg3_s4;14;Full|Psp;Tschornowil war nach Abschluss seines Journalismus-Studiums an der Kiewer Universität im Jahr 1960 vehement für eine demokratische Ukraine eingetreten .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
103;VVFIN;ADJD;sagen;17;NZZ_1997_12_03_a193_seg6_s17;20;Full|3|Sg|Pres|Ind;« 1991 war mein erfreulichstes Jahr, schliesslich kam da mein Sohn zur Welt », sagt der Glarner vehement .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
104;VVPP;ADJD;kritisieren;20;NZZ_1997_07_17_a5_seg3_s4;19;Full|Psp;Diese Teile des Gesetzes, die internationales Recht verletzen, waren von der Europäischen Union und den Kanadiern vehement kritisiert worden .;prozess;agensorientiert;done;clash of coordination;anim+anim_like;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
105;VVPP;ADJD;widersprechen;15;NZZ_1995_07_29_a92_seg5_s5;14;Full|Psp;All dem haben die Vertreter der amtlichen und freien Makler in der Hauptversammlung vehement widersprochen .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
106;VVFIN;ADJD;weisen;2;NZZ_1999_03_30_a22_seg6_s12;6;Full|3|Sg|Pres|Ind;Clinton weist den Vorschlag regelmässig vehement von sich, und am Montag morgen versuchte sein Sicherheitsberater Samuel Berger in verschiedenen Talkshows den Eindruck zu erwecken, die Regierung habe in dieser Angelegenheit bereits definitiv entschieden .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
107;VVFIN;ADJD;kritisieren;4;;5;Full|3|Sg|Pres|Ind;, Winterthur ) kritisiert vehement ihren Vorredner, der nichts begriffen hat und sogar von Mut zu Repression spricht !;prozess;agensorientiert;done;anim;unvollständig;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
108;VVFIN;ADJD;wenden;10;NZZ_1994_01_22_a30_seg3_s19;12;Full|3|Pl|Past|Ind;Die bürgerlichen Oppositionsparteien Fine Gael und die Progressiven Demokraten wandten sich vehement gegen den Liberalisierungsentscheid, angeblich weil sie darin zum gegenwärtigen Zeitpunkt eine Konzession an die IRA sehen .;prozess;agensorientiert;done;anim_like;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
109;VVFIN;ADJD;wehren;3;NZZ_1999_01_06_a32_seg6_s10;5;Full|3|Sg|Pres|Ind;Der Gewerbeverband wehrt sich vehement gegen die vorgeschlagene Erhöhung des Beitragssatzes für Selbständigerwerbende ( von, auf höchstens, ) .;prozess;agensorientiert;done;anim_like;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
110;VVFIN;ADJD;lehnen;2;NZZ_1996_07_31_a35_seg10_s19;6;Full|1|Pl|Pres|Ind;Viele lehnen den Begriff äusserst vehement ab und erklären, dass sie ihn nie verwenden würden .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
111;VVFIN;ADJD;treten;9;NZZ_1994_11_04_a19_seg6_s2;10;Full|3|Sg|Past|Ind;Er widersetzte sich jeder Form des Sozialismus und trat vehement für die freie Marktwirtschaft und die « vergessenen Leute » ein .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
112;VVFIN;ADJD;ablehnen;15;NZZ_1995_01_30_a161_seg7_s6;14;Full|3|Sg|Pres|Ind;Obschon er Sozialismus, « der durch Gewalt erreicht wird », stets vehement ablehnt, finden sich in seinen Tagebüchern Zeugnisse einer naiven Bewunderung der Sowjetunion, die zur sonstigen Klarheit seines Urteils in merkwürdigem Kontrast stehen .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
113;VVPP;ADJD;opponieren;11;NZZ_1993_12_21_a122_seg8_s7;10;Full|3|Sg|Pres|Ind;Dass die Administration in Washington gegen eine restriktivere Geldpolitik vehement opponiert, ist spätestens seit letzter Woche kein Geheimnis mehr .;prozess;rein;done;inanim;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
