Interne-ID;Function-Head;Funktion-Hit;Head;ID-Head;ID-NZZ;ID-Token;Meta-Kopf;sentence;Oberkategorie;Unterkategorie;Status;Agens;Kommentar;externe Funktion;prozess;pFREQ;AuW;pure;agent;method;degree;proposition;KONJ;FRAME;SADV;extern;KAUS;TEMP;FREQ;BU;LOC;intern;INST;KOM;SH;iLOC
73;VVPP;ADJD;auslegen;28;NZZ_1994_06_16_a152_seg3_s30;27;Full|Psp;Dabei geht es ihnen keineswegs um rennmässige Efforts, allerdings setzen sich die von einer Versicherung unterstützten Radfahrer jeweils eine Zeitlimite, die alles andere als grosszügig ausgelegt ist .;nd;nd;not of interest;;vergleich;;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
74;VVFIN;ADJD;bieten;9;NZZ_1998_07_28_a173_seg4_s8;21;Full|3|Sg|Pres|Ind;Bei einer noch moderaten Länge von 482 cm bietet die eigenwillig gestylte viertürige Limousine fünf Personen auf üppig dimensionierten Sitzen grosszügig Platz .;prozess;Gradadverbial;done;inanim;ambig agent;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
75;VVINF;ADJD;stehen;10;NZZ_1994_08_08_a48_seg8_s7;9;Full|-2;Wer mit Geldscheinen zahlte, liess das Retourgeld grosszügig stehen .;prozess;Gradadverbial;done;anim;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
76;VVPP;ADJD;unterstützen;15;NZZ_1996_10_21_a46_seg18_s10;14;Full|Psp;Aber schon bis heute wurde die britische BSE-Forschung mit etwa 120 Millionen Franken grosszügig unterstützt .;prozess;Gradadverbial;done;unknown;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
77;VVPP;ADJD;ausfallen|ausgefallen;22;NZZ_1995_10_11_a1_seg6_s3;21;Full|Psp;Es wird befürchtet, dass eine restriktivere staatliche Lohnpolitik auf den Privatsektor übergreifen würde, dessen Lohnerhöhungen schon bisher weniger grosszügig ausgefallen sind als diejenigen des Staates .;prozess;agensorientiert;done;inanim;ambig degree;notwendig;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
78;VVPP;ADJD;subventionieren;16;NZZ_1995_03_11_a100_seg3_s4;15;Full|Psp;Das hilft erklären, warum in den meisten Ländern die Messeplätze mehr oder weniger grosszügig subventioniert werden .;prozess;agensorientiert;done;unknown;ambig degree;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
79;VVINF;ADJD;finanzieren;39;NZZ_1997_03_26_a18_seg8_s6;38;Full|-2;Diese Prognose, so heisst es im Regierungslager selbstironisch, dürfe man darum wagen, weil es zwar wohl Politiker gebe, welche die restriktive Wirtschaftspolitik antasten möchten, aber kaum Mittel, aus denen sich Wahlgeschenke grosszügig finanzieren liessen .;prozess;agensorientiert;done;unknown;ambig degree;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
80;VVPP;ADJD;bemessen;20;NZZ_1999_03_20_a54_seg7_s12;19;Full|Psp;Die Übergangsfrist für die notwendigen baulichen Massnahmen, um den Auslauf für alle Tiere zu ermöglichen, ist grosszügig bemessen .;nd;nd;not of interest;;ModPräd;;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
81;VVFIN;ADJD;gehen;7;NZZ_1995_02_04_a30_seg4_s2;12;Full|3|Pl|Pres|Ind;Die Autoren von Film und Roman gehen mit historischen Geschehnissen zwar grosszügig um, der riesige Erfolg ihrer Werke hat indessen mit dazu beigetragen, dass ein breites Publikum mit einer besonders grausamen Phase des Zweiten Weltkriegs im asiatisch-pazifischen Raum besser vertraut ist als mit anderen, und in diesem Zusammenhang spielt es dann eigentlich auch keine Rolle, wenn der Name Kwai viele Leute auf Anhieb zunächst zum Summen der Titelmelodie dieses Filmes animiert .;prozess;agensorientiert;done;anim;;notwendig;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
82;VVFIN;ADJD;ignorieren;2;NZZ_1995_11_28_a29_seg12_s13;5;Full|3|Pl|Pres|Ind;Viele ignorieren im Fremdenverkehr grosszügig das Preis-Leistungs-Verhältnis und verlassen sich darauf, dass Hilfe von anderer Seite komme .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
83;VVPP;ADJD;abgelten;17;NZZ_1999_11_16_a94_seg4_s22;16;Full|Psp;Allerdings wird das Wagnis der Entscheidungsträger - darunter die Gründungsaktionäre sowie einige Venture-capital-Firmen - auch grosszügig abgegolten .;prozess;agensorientiert;done;unknown;ambig degree;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
84;VVPP;ADJD;disponieren;5;NZZ_1995_06_23_a204_seg2_s9;4;Full|Psp;Die Rahmenaufstellung war grosszügig disponiert ( im ersten Stock war die Lichtführung nicht überall ideal ), und die Integration des Börsenteils in die Ausstellung war gut und lud die Interessenten beider Teile ein, einen Blick auch in den jeweils andern zu tun .;prozess;rein;done;unknown;ambig agent;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
85;VVINF;ADJD;erneuern;24;NZZ_1999_01_25_a169_seg18_s2;22;Full|-2;Und auch der jüngste Versuch der Slowakei, die touristische Infrastruktur in der Hohen und Niederen Tatra mit Hilfe der Winterspiele grosszügig zu erneuern, wird von der IOK-Kommission nur mit verhaltenem Enthusiasmus belohnt .;prozess;agensorientiert;done;anim_like;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
86;VVPP;ADJD;definieren;13;NZZ_1996_10_24_a69_seg6_s10;12;Full|Psp;Wenn Sonntagsarbeit jedoch « nötig » ist, was offensichtlich relativ grosszügig definiert wird, muss der Arbeitnehmer innerhalb von drei Monaten mindestens vier Sonntage frei haben .;prozess;agensorientiert;done;unknown;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
87;VVPP;ADJD;bemessen;17;NZZ_1997_01_07_a68_seg14_s8;16;Full|Psp;Um den gegenwärtigen Konjunkturproblemen Rechnung zu tragen, können die Fristen für die Übergangsregelung durchaus grosszügig bemessen werden .;prozess;Gradadverbial;done;unknown;ambig agent;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
88;VVFIN;ADJD;gehen;3;NZZ_1995_07_04_a186_seg6_s3;8;Full|3|Sg|Pres|Ind;Herr Blocher geht mit diesem Begriff sehr grosszügig um : heimatmüde, genug haben, verachten, nicht ernst nehmen .;prozess;agensorientiert;done;anim;;notwendig;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
89;VVFIN;ADJD;fördern;68;NZZ_1996_01_10_a116_seg3_s4;67;Full|3|Sg|Pres|Ind;"Aus einem grossen geistigen Raum, einem immensen Fundus an Wissen, Erkennen und Erinnern hat Bondy sich gleichsam lebenslang mit diesem schwierigen, widersprüchlichen Thema befasst, und auch in den vorliegenden Aufsätzen wird es lebendig, aus verschiedensten Perspektiven, immer aber im Zeichen der Offenheit, die keinerlei Ängstlichkeiten kennt ; ein Europa aller Nationen, das auch seine « Dritte Welt » grosszügig fördert ; ein Europa, das sich nicht in seine Grenzen abschliesst, das hellhörig bleibt für die anderen Kontinente, seine Kultur in der Auseinandersetzung mit dem Fernen und Fremdem zu bereichern und vertiefen versteht .";prozess;agensorientiert;done;anim_like;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
90;VVPP;ADJD;zeigen;10;NZZ_1997_09_24_a35_seg9_s14;9;Full|Psp;Über mehrere Spendenkonten hat sich auch die Bevölkerung grosszügig gezeigt .;prozess;agensorientiert;done;anim;;notwendig;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
91;VVINF;ADJD;finanzieren;28;NZZ_1994_03_25_a122_seg8_s5;26;Full|-2;Die Anbieter von Zentrumsleistungen gelten - entgegen der Realität - als reich, waren sie doch bisher in der Lage, Zentrumsleistungen anzubieten und auch grosszügig zu finanzieren .;prozess;agensorientiert;done;anim;ambig degree;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
92;VVPP;ADJD;zeigen;29;NZZ_1996_04_03_a186_seg7_s2;28;Full|Psp;Die Finanzierung des Budgets für die neue Kandidatur ( rund zehn Millionen Franken ) dürfte keine Probleme bereiten, schliesslich hatten sich die Sponsoren beim erstenmal unerwartet grosszügig gezeigt .;prozess;agensorientiert;done;anim;;notwendig;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
93;VMFIN;ADJD;wollen;41;NZZ_1999_04_15_a57_seg14_s6;30;Mod|3|Sg|Pres|Ind;Wenn man zudem bedenkt, wie problemlos ein zusätzliches MWSt-Prozent für die AHV hingenommen wurde, wie selbstverständlich weitere MWSt-Prozente vom Bundesrat dafür in Aussicht gestellt werden und wie grosszügig der Nationalrat die linearen Abgaben auf den nichterneuerbaren Energien erhöhen will, kann diese Alternative angesichts von mehr Gerechtigkeit bei der direkten Bundessteuer wohl kaum als sozial unakzeptabel ausgeschlossen werden .;prozess;agensorientiert;done;anim_like;ambig degree;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
94;VVFIN;ADJD;übergehen;25;NZZ_1998_11_27_a237_seg2_s8;24;Full|3|Sg|Past|Ind;So verkündete sie unter anderem : « Der Tag, an dem wir zur EU gehören, wird kommen », wobei sie grosszügig überging, dass der Souverän zu dieser Frage noch ein gewichtiges Wörtchen zu sagen haben wird .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
95;VVPP;ADJD;verlieben;11;NZZ_1999_12_14_a147_seg5_s14;10;Full|3|Sg|Pres|Ind;Miriam, die sich ausgehungert vor Sehnsucht immer wieder grosszügig verliebt, bleibt bis in ihr Intimleben den Sippenwünschen der Eltern treu .;prozess;Gradadverbial;done;anim;ambig agent;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
96;VVPP;ADJD;handhaben;17;NZZ_1996_03_16_a80_seg12_s7;16;Full|Psp;Es versteht sich von selbst, dass Schutzklauseln enger oder weiter gefasst, restriktiv oder grosszügig gehandhabt werden können .;prozess;agensorientiert;done;unknown;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
97;VVPP;ADJD;unterbringen;11;NZZ_1999_10_19_a197_seg4_s5;6;Full|Psp;Zumindest Fahrer und Beifahrer sind grosszügig auf vielfach verstellbaren Sportsitzen untergebracht, die guten Seitenhalt bieten .;prozess;agensorientiert;done;unknown;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
98;VVFIN;ADJD;delegieren;27;NZZ_1999_04_27_a81_seg7_s3;23;Full|3|Pl|Past|Ind;Aber Entwicklung ist von Konflikten besessen, und zwar nicht zuletzt, weil die wirtschaftlichen Ressourcen begrenzt sind und weil selbst die grosszügig an den IMF delegierten makroökonomische Rahmenbedingungen für die Arbeit der Weltbank relevant sind .;prozess;agensorientiert;done;unknown;ambig degree;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
99;VVFIN;ADJD;entgegenkommen;21;NZZ_1995_11_16_a192_seg4_s5;20;Full|3|Sg|Past|Ind;Das ist den Engländern gelungen, wobei ihnen der Gegner mit einem starken Leistungsabbau in den zweiten 45 Minuten grosszügig entgegenkam .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
100;VVFIN;ADJD;übergehen;19;NZZ_1998_01_23_a216_seg2_s1;20;Full|3|Sg|Pres|Subj;Max Lutz wirft Christoph Blocher in seinem Brief ( NZZ vom 30. 12. 97 ) vor, er übergehe grosszügig die negativen Folgen des Neins zum EWR : « Was nicht in sein Weltbild passt, ignoriert er . »;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
101;VVFIN;ADJD;zeigen;3;NZZ_1995_07_11_a18_seg2_s14;6;Full|3|Pl|Past|Ind;Die Behörden zeigten sich erstaunlich grosszügig .;prozess;agensorientiert;done;anim_like;;notwendig;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
102;VVPP;ADJD;bemessen;27;NZZ_1999_05_11_a170_seg7_s4;26;Full|-2;"Zwei Meter breit hat Keller die Gassen zwischen den Rebreihen angelegt ; auch der Abstand von Rebe zu Rebe ist mit einem Meter zwanzig eher grosszügig bemessen .";nd;nd;not of interest;;ModPräd;;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
103;VVFIN;ADJD;ausklammern;22;NZZ_1995_03_14_a30_seg2_s23;20;Full|3|Sg|Pres|Ind;Vermutlich ist den SP-Sicherheitsfachleuten jedoch entgangen, dass ihr Experte Lutz Unterseher Führungs- und Übermittlungssyteme in seiner Studie « grosszügig » ausklammert ... Lz.;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
104;VVFIN;ADJD;zeigen;3;NZZ_1995_03_13_a173_seg3_s17;2;Full|3|Sg|Past|Ind;Überraschend grosszügig zeigte sich Gobbi gegenüber Biels Kanadier Alston, der nach einer Keilerei vor der ersten Drittelspause keine Spieldauerdisziplinarstrafe zugesprochen erhielt .;prozess;agensorientiert;done;anim;;notwendig;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
105;VVPP;ADJD;bewirten;19;NZZ_1998_03_12_a131_seg4_s4;18;Full|Psp;Der Beamte soll unter anderem von der Industrial Bank of Japan sowie den Banken Sanwa und Sumitomo grosszügig bewirtet und zum Golfspiel eingeladen worden sein .;prozess;agensorientiert;done;anim_like;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
106;VVPP;ADJD;verteilen;59;NZZ_1996_04_20_a121_seg4_s4;58;Full|Psp;Und neben den öffentlichen Verkaufsstellen gibt es einen privaten Nachschub von Lebensmitteln, der das ganze Jahr hindurch zwischen Verwandten und Bekannten funktioniert : feines apulisches Hartweizenmehl, kräftiges Olivenöl, eingemachte Auberginen, frische grüne oder getrocknete Fave und ausgereifte Kaktusfeigen werden von Vätern, Grossvätern, Onkeln und Schwägern in Taschen und Koffern angeschleppt und grosszügig verteilt, so dass der gastronomische Kontakt zur Heimat nie abreisst .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
107;VVPP;ADJD;unterstützen;16;NZZ_1999_12_29_a22_seg13_s9;15;Full|Psp;Die Wirtschaftskriminellen hätten die Wahlkampagnen der Parteien - auch diejenige des MLPC Patassés - grosszügig unterstützt .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
108;VVPP;ADJD;aufstocken;12;NZZ_1998_01_26_a105_seg6_s23;11;Full|Psp;Um diese Protagonisten ganzjährig zu binden, müsste unser Budget grosszügig aufgestockt werden .;prozess;agensorientiert;done;unknown;ambig degree;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
109;VVPP;ADJD;verlängern;43;NZZ_1996_04_18_a22_seg5_s1;42;Full|Psp;Der bewaffnete Arm der Cuncolta, der FLNC-Canal-historique, hatte im Januar mit über fünfhundert Bewaffneten einen Tag vor der Ankunft von Innenminister Debré auf der Insel an einer Pressekonferenz einen Waffenstillstand von drei Monaten angekündigt und diesen vor fünf Tagen grosszügig verlängert .;prozess;agensorientiert;done;anim_like;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
110;VVPP;ADJD;umgehen;17;NZZ_1998_01_09_a180_seg3_s11;16;Full|Psp;5.50 ), bei dem man im Hinblick auf die Fleischportion für einmal nicht sehr grosszügig umgegangen war .;prozess;agensorientiert;done;anim;ambig degree;notwendig;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
111;VVPP;ADJD;ausgeben;14;NZZ_1995_12_09_a156_seg5_s5;13;Full|Psp;Diese Abbaumassnahmen verärgerten das Personal, zumal daneben das Geld immer noch grosszügig ausgegeben werde, nämlich dann, wenn es « den Freunden in der Privatwirtschaft nützt » .;prozess;agensorientiert;done;unknown;ambig degree;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
112;VVFIN;ADJD;propagieren;10;NZZ_1996_11_18_a26_seg11_s14;6;Full|3|Pl|Pres|Ind;Künftige Mehrwertsteuererhöhungen, die sie grosszügig für verschiedenste Anliegen propagieren, müssen laut SP für die Sozialversicherungen reserviert sein .;prozess;agensorientiert;done;anim;ambig degree;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
113;VVPP;ADJD;auftischen;11;NZZ_1996_02_26_a79_seg9_s8;10;Full|Psp;Was der Gastgeber zu bieten hat, ist uns grosszügig aufgetischt worden : mehrere Schachteln mit grossen Zuckerstücken, geöffnete Dosen mit gezuckerter Milch, ein pechschwarzer, zäher Brotaufstrich, ranzige Butter und ein Karton mit geschmacksneutralen Hartbiskuits .;prozess;agensorientiert;done;unknown;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
114;VVINF;ADJD;auslegen;9;NZZ_1999_09_02_a50_seg14_s4;8;Full|-2;Diese Bestimmung scheint der Vorsitzende Hans Wiprächtiger grosszügig auslegen zu wollen, sieht er doch angesichts der vermutlich sehr langen Dauer des Verfahrens bereits jetzt eine zweitägige und eine ganzwöchige Unterbrechung vor ( die genauen Verhandlungsdaten finden sich auf Internet * ) .;prozess;agensorientiert;done;anim;ambig rein;notwendig;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
115;VVPP;ADJD;bemessen;20;NZZ_1998_07_22_a37_seg13_s7;19;Full|-2;Früher hätten viele die freiwillige « Drei-Prozent-Steuer » für die Parallelstruktur der nicht anerkannten « Republik Kosovo » grosszügig bemessen und darüber hinaus regelmässig Geld nach Hause geschickt .;prozess;agensorientiert;done;anim;ambig degree;notwendig;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
116;VVFIN;ADJD;unterstützen;3;NZZ_1999_03_01_a23_seg8_s3;7;Full|3|Sg|Past|Ind;Der Staat unterstützte angehende Bauern sehr grosszügig beim Bohren tiefer Brunnen und bei der Anschaffung von Bewässerungsanlagen .;prozess;agensorientiert;done;anim_like;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
117;VVFIN;ADJD;zeigen;7;NZZ_1998_08_25_a186_seg4_s5;12;Full|3|Pl|Past|Ind;Auch bei der Architektur des Interieurs zeigten sich die französischen Techniker grosszügig und bewiesen viel Gespür für das Detail .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
118;VVINF;ADJD;stellen;75;NZZ_1994_04_12_a88_seg11_s6;71;Full|-2;Und auch falls alles mit rechten Dingen zugegangen ist, gibt es zahllose Beispiele dafür, dass ganze Fundkomplexe für Jahre oder Jahrzehnte in Magazinen und Depots verschwinden, wo sie, je nach Land und Ort, unter jämmerlichen Bedingungen und mit wenig Aussicht auf Publikation oder Ausstellung dahindämmern, wogegen - jedenfalls in der Vergangenheit - die bekannten und grossen Sammler ihre Kostbarkeiten der Forschung in aller Regel grosszügig zur Verfügung zu stellen pflegten und nicht selten Museen durch grosszügige Legate beschenkt haben .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
119;VVINF;ADJD;berücksichtigen;13;NZZ_1995_03_21_a9_seg3_s2;11;Full|-2;Ministerpräsident Dini erklärte sich bereit, eventuelle Abänderungsanträge des Parlaments grosszügig zu berücksichtigen und zu einer ausgewogenen Lösung Hand zu bieten .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
120;VVINF;ADJD;beitragen;10;NZZ_1997_02_12_a70_seg11_s3;4;Full|-2;Der Konzern will grosszügig zum vorgesehenen Fonds für Nazi-Opfer beitragen .;prozess;agensorientiert;done;anim_like;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
121;VVPP;ADJD;ausbauen;27;NZZ_1997_12_23_a29_seg13_s5;26;Full|Psp;Geht man freilich von einer Arbeitslosigkeit von, Prozent aus, kann bei einem unveränderten Leistungsspektrum bei der ALV im Bereich von AHV/IV/BV nicht so grosszügig ausgebaut werden und muss in der Krankenversicherung mehr gespart werden .;prozess;agensorientiert;done;unknown;ambig degree;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
122;VVFIN;ADJD;zeigen;3;NZZ_1996_01_24_a33_seg3_s4;5;Full|3|Sg|Pres|Ind;Das Unternehmen zeigt sich grosszügig gegenüber Mitarbeitern und Aktionären und macht ausserordentliche Vergabungen an gemeinnützige Organisationen .;prozess;agensorientiert;done;anim_like;;notwendig;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
123;VVFIN;ADJD;schließen;11;NZZ_1996_10_07_a81_seg7_s27;9;Full|3|Sg|Pres|Ind;Oder : dass vor Feiertagen eine Pathologie so grosszügig vorab schliesst, dass der befürchtete Befund erst nach unnötig langer Angst entkräftet wird .;nd;nd;not of interest;;ModADV;;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
124;VVPP;ADJD;stimmen;7;NZZ_1995_01_17_a93_seg8_s6;6;Full|Psp;Die Märkte sind nun aber grosszügig gestimmt .;prozess;agensorientiert;done;anim_like;;notwendig;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
125;VVPP;ADJD;aufbauen;24;NZZ_1996_05_03_a185_seg9_s11;23;Full|Psp;Mochten aus Geldmangel Kindergärten, Schulen und Spitäler geschlossen werden, zwischen Leazes Park Road und Strawberry Place wurde weiter abgerissen und grosszügig aufgebaut .;prozess;agensorientiert;done;unknown;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
126;VVPP;ADJD;gewähren|währen;26;NZZ_1994_01_14_a85_seg3_s8;24;Full|Psp;Das Eidgenössische Justiz- und Polizeidepartement ( EJPD ) hat darauf festgehalten, wenn im Einzelfall konkrete Hinweise auf eine Gefährdung vorlägen, werde grosszügig Asyl gewährt oder die vorläufige Aufnahme angeordnet .;prozess;agensorientiert;done;unknown;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
127;VVINF;ADJD;einladen;16;NZZ_1996_03_21_a138_seg4_s10;15;Full|-2;Und weil die Pro Helvetia in Zürich bleibt, konnte Direktor Frauchiger die Gästeschar grosszügig einladen, in einem Jahr wieder dabeizusein und unter dem jungen Lindenbaum zusammenzukommen .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
128;VVPP;ADJD;decken;25;NZZ_1997_12_27_a88_seg7_s7;24;Full|Psp;- Insgesamt ist somit die Aussage zulässig, dass in der betrachteten Zeitperiode eine vergleichsweise hohe Kapitalnachfrage bestanden hat und diese vom Bankensystem grosszügig gedeckt worden ist .;prozess;agensorientiert;done;inanim;ambig degree;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
129;VVPP;ADJD;bemessen;34;NZZ_1996_11_05_a157_seg44_s5;33;Full|-2;Die Prämienverbilligungsbeiträge für Kinder seien mit 660 Fr. bzw. 480 Fr. pro Kind und Jahr in der Stadt Zürich und 600 Fr. bzw. 420 Fr. pro Kind und Jahr im übrigen Kantonsgebiet grosszügig bemessen .;prozess;Gradadverbial;done;inanim;ambig agent;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
130;VVFIN;ADJD;tragen;3;NZZ_1995_03_20_a123_seg2_s20;7;Full|3|Pl|Past|Ind;Die Zuschauer trugen folglich nicht nur grosszügig zur Stimmung, sondern auch zur Deckung des Budgets bei .;prozess;agensorientiert;done;anim;ambig degree;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
131;VVFIN;ADJD;schöpfen;33;NZZ_1998_12_10_a143_seg2_s4;34;Full|3|Sg|Pres|Ind;Später fühlt man sich an die Stones der frühen siebziger Jahre erinnert, man erkennt einige Zauberstücke aus Jimi Hendrix ' Trickkiste und Anleihen bei Cream : Die Jon Spencer Blues Explosion schöpft grosszügig aus dem riesigen Fundus des elektrischen Blues .;prozess;Gradadverbial;done;anim_like;ambig agent;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
