Interne-ID;Function-Head;Funktion-Hit;Head;ID-Head;ID-NZZ;ID-Token;Meta-Kopf;sentence;Oberkategorie;Unterkategorie;Status;Agens;Kommentar;externe Funktion;prozess;pFREQ;AuW;pure;agent;method;degree;proposition;KONJ;FRAME;SADV;extern;KAUS;TEMP;FREQ;BU;LOC;intern;INST;KOM;SH;iLOC
13;VVPP;ADJD;einrichten;9;NZZ_1994_06_28_a137_seg3_s13;8;Full|Psp;Der geräumige Küchenwagen ist in der Tat grosszügig eingerichtet und mit zweckmässigen Apparaturen bestückt .;nd;nd;not of interest;;ModPräd;;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
14;VVFIN;ADJD;zusprechen;28;NZZ_1994_04_23_a200_seg4_s61;25;Full|3|Pl|Past|Ind;Am 6. Juli, einem späten Sonntagnachmittag, trafen nach Niederbergers Schilderung zwei Eisenbahnwagenladungen Polizisten aus David in El Volcán ein, wo sie grosszügig dem Alkohol zusprachen, bevor sie sich in der Nacht nach Cotito aufmachten .;prozess;agensorientiert;done;anim;ambig degree;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
15;VVFIN;ADJD;nutzen;3;NZZ_1999_03_15_a14_seg6_s6;9;Full|3|Pl|Pres|Ind;Die Amerikaner nutzen umgekehrt den Vorwand irakischer Herausforderungen grosszügig aus .;prozess;agensorientiert;done;anim;ambig degree;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
16;VVFIN;ADJD;umgehen;42;NZZ_1995_01_28_a219_seg7_s18;41;Full|3|Sg|Past|Ind;In der Sprache zeigt sich deutlich die ambivalente Einstellung zum Senf : « J ' adore ce qui me brûle » ist eine Erfahrung, die wohl jeder schon einmal gemacht hat, wenn er mit der scharfen Würze allzu grosszügig umging, so dass sie ihm gewaltig in die Nase stieg .;prozess;agensorientiert;done;anim;;notwendig;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
17;VVINF;ADJD;bestreuen;16;NZZ_1999_06_26_a260_seg3_s9;13;Full|3|Pl|Pres|Ind;Vor dem Servieren die Grillstäbe im Backofen glühend erhitzen, den Auflauf grosszügig mit Puderzucker bestreuen und kurz unter den Grillstäben caramelisieren .;prozess;agensorientiert;done;unknown;ambig degree;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
18;VVPP;ADJD;einräumen;17;NZZ_1993_12_24_a95_seg2_s7;15;Full|Psp;Seiner Kritik am immer noch kolonialistischen Vokabular vieler englischer Cricketer wurde in seriösen Blättern grosszügig Platz eingeräumt .;prozess;agensorientiert;done;unknown;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
19;VVIZU;ADJD;auslegen;12;NZZ_1995_12_14_a42_seg7_s12;11;Full|zu;"Campiche vertritt die Auffassung, dass diese Ausnahmebestimmung auch heute grosszügig auszulegen ist ; dies vor dem Hintergrund der Flüchtlingskonvention, wonach eine Bestrafung zu unterbleiben hat, wenn der Flüchtling unmittelbar aus dem Verfolgerstaat kommt, sich unverzüglich den hiesigen Behörden stellt und triftige Gründe für die illegale Einreise vorzuweisen hat .";prozess;agensorientiert;done;anim;;notwendig;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
20;VVPP;ADJD;anerkennen;14;NZZ_1998_03_14_a4_seg3_s29;13;Full|Psp;"1991/92 haben sie die früheren jugoslawischen Teilrepubliken Kroatien, Slowenien, Bosnien-Herzegowina grosszügig anerkannt ; damit wurde dem Prinzip der Selbstbestimmung vor der Unverletzbarkeit bestehender Staatsgrenzen der Vorzug gegeben .";prozess;agensorientiert;done;anim_like;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
21;VVPP;ADJD;umgehen;29;NZZ_1999_07_24_a8_seg3_s8;28;Full|Psp;Mit Affeldt musste sich seit Prozessbeginn die ganze Landesregierung fragen lassen, ob sie im Wirrwarr der Einführung westdeutscher Gesetze in Ostdeutschland mit den Verwaltungsnormen nicht allzu grosszügig umgegangen war .;prozess;agensorientiert;done;anim_like;;möglich;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
22;VVPP;ADJD;subventionieren;42;NZZ_1998_08_18_a138_seg1_s15;41;Full|3|Sg|Pres|Ind;Gegen sie Front zu machen ist politisch wesentlich einfacher und erfolgversprechender, als sich für Sparmassnahmen bei « breiten Bevölkerungsschichten » stark zu machen - etwa bei den Rentnerinnen und Rentnern, denen die Stadt nach wie vor die VBZ-Abonnemente grosszügig subventioniert, unabhängig davon, ob der Einzelne dies benötigt oder nicht .;prozess;agensorientiert;done;anim_like;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
23;VVPP;ADJD;finanzieren;25;NZZ_1994_02_25_a94_seg2_s9;24;Full|Psp;Ausserdem steht fest und ist durch die Öffnung der Moskauer Archive belegt, dass die Kommunisten Italiens von jeher von den russischen Kommunisten grosszügig finanziert wurden .;prozess;agensorientiert;done;anim;ambig degree;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
24;VVFIN;ADJD;leisten;8;NZZ_1998_11_17_a27_seg6_s12;11;Full|3|Sg|Pres|Subj;Im internationalen Vergleich, informierte Mader, leiste die Schweiz grosszügig Opferhilfe .;prozess;agensorientiert;done;anim_like;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
25;VVPP;ADJD;gewähren|währen;7;NZZ_1999_06_14_a30_seg11_s3;5;Full|Psp;Menschen in Not soll grosszügig Schutz gewährt werden, Missbräuche wolle man hingegen bekämpfen .;prozess;agensorientiert;done;unknown;ambig degree;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
26;VVFIN;ADJD;gewähren;22;NZZ_1999_07_19_a132_seg9_s1;20;Full|3|Sg|Past|Ind;Am Samstag war Roland Meier zwar scheinbar der Stärkste der 15 Ausreisser, welchen der Rest des Feldes so grosszügig Raum gewährte, dass es erst 22 Minuten nach dem Etappensieger in Albi eintraf, Übersicht und Rennintelligenz hielten beim Zürcher jedoch mit der physischen Verfassung nicht Schritt .;prozess;agensorientiert;done;anim_like;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
27;VVFIN;ADJD;statten;5;NZZ_1998_05_13_a183_seg4_s7;10;Full|3|Sg|Past|Ind;Durch Überschreibung zweier Liegenschaften stattete sie die Stiftung Netzwerk grosszügig mit einem « Göttibatzen » aus, nachdem sie bis Ende 1997 mehr als eine halbe Million Franken an ungedeckten Defiziten des Wohnnetzes übernommen hatte .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
28;VVPP;ADJD;skizzieren;22;NZZ_1999_04_24_a170_seg2_s6;16;Full|3|Sg|Pres|Ind;Auch spreche Sigmund Freud angelegentlich von der « Entwertung der Geruchsreize », wo er grosszügig die Entwicklung des modernen Kulturmenschen skizziert .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
29;VVINF;ADJD;bezeichnen;10;NZZ_1998_12_03_a52_seg4_s19;8;Full|-2;Die Kommissionsanträge sind aus steuerlicher Sicht als grosszügig zu bezeichnen, stellen aber doch einen beachtlichen Schritt zu mehr Steuergerechtigkeit dar .;nd;nd;not of interest;;vergleich;;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
30;VVPP;ADJD;annehmen;9;NZZ_1998_06_06_a135_seg6_s3;8;Full|Psp;Zehn Jahre lang hat die Dichterin es grosszügig angenommen, nicht von jedem, aber oft und gerne .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
31;VVFIN;ADJD;umgehen;15;NZZ_1996_12_24_a161_seg2_s3;14;Full|3|Sg|Pres|Ind;Es ist bekannt, dass die NOK auch sonst mit den finanziellen Mitteln grosszügig umgeht .;prozess;agensorientiert;done;anim_like;;möglich;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
32;VVINF;ADJD;versorgen;34;NZZ_1998_10_07_a108_seg7_s12;30;Full|-2;Dies komme unter anderem daher, dass die Entwicklung an den Devisenmärkten den Inflationsdruck in der Schweiz lindert, was es der Schweizer Nationalbank erleichtert, den Markt weiterhin grosszügig mit Liquidität zu versorgen .;prozess;agensorientiert;done;anim_like;ambig degree;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
33;VVPP;ADJD;beschenken;16;NZZ_1998_09_15_a136_seg3_s26;15;Full|Psp;Es ist nicht die grosse Bruderschaft, mit welcher der König seine alten Glaubensgenossen grosszügig beschenkt .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
34;VVFIN;ADJD;würzen;9;NZZ_1996_07_27_a216_seg3_s82;10;Full|3|Sg|Pres|Ind;Hubli gibt das Fleisch in den Kutter und würzt grosszügig - kein Metzger gibt seine Würzmischung preis, aber sicher sind Muskatnuss, Koriander, Pfeffer und Nelken dabei .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
35;VVPP;ADJD;beliefern;37;NZZ_1996_02_06_a25_seg3_s4;34;Full|Psp;Moskau und seinen Satrapen in Kabul gelang es trotz gewaltigen militärischen Anstrengungen nicht, den zähen Widerstand der afghanischen Mujahedin ( Gotteskämpfer ) - die vom Westen, aber auch von arabischen Ländern grosszügig mit Waffen beliefert wurden - zu brechen .;prozess;agensorientiert;done;anim_like;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
36;VVPP;ADJD;projektieren;22;NZZ_1997_10_17_a42_seg6_s12;21;Full|Psp;So kränklich und defizitär die beiden in « Le Temps » aufgehenden Blätter sein mögen, die neue Zeitung wird grosszügig projektiert .;prozess;agensorientiert;done;unknown;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
37;VVINF;ADJD;auftreten;9;NZZ_1997_08_16_a109_seg2_s10;6;Full|-2;Obwohl die Schweizerische Nationalbank weiter grosszügig am Geldmarkt auftreten dürfte, seien viele Marktteilnehmer misstrauisch, ob nicht bald mit anziehenden Zinsen am kurzen Ende zu rechnen sei .;prozess;agensorientiert;done;anim_like;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
38;VVPP;ADJD;tun;9;NZZ_1993_12_22_a167_seg3_s8;8;Full|Psp;Er hat dies in der Vergangenheit auch grosszügig getan und insbesondere das zürcherische Berggebiet namhaft unterstützt .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
39;VVPP;ADJD;finanzieren;23;NZZ_1998_10_27_a23_seg9_s8;22;Full|Psp;Schumer seinerseits wirft D ' Amato vor, er sei ein Sklave der Interessengruppen, die ihn in der Tat ausserordentlich grosszügig finanziert haben .;prozess;agensorientiert;done;anim_like;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
40;VVPP;ADJD;bemessen;15;NZZ_1997_09_09_a184_seg4_s5;14;Full|-2;Gerade für Mitreisende auf den hinteren Sitzen ist die Kopf- und Kniefreiheit äusserst grosszügig bemessen .;nd;nd;not of interest;;prädikativ;;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
41;VVPP;ADJD;übersehen;13;NZZ_1996_11_25_a57_seg1_s17;12;Full|Psp;Entsprechend werden bei ihnen allfällige Haushalttricks zur Erreichung der finanzpolitischen Konvergenzkriterien grosszügig übersehen .;prozess;agensorientiert;done;unknown;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
42;VVFIN;ADJD;zeigen;29;NZZ_1995_07_06_a162_seg7_s3;32;Full|3|Sg|Past|Ind;"Er schien einen Teil der Hürdensprinterinnen vor dem ersten internationalen Wettlauf dermassen zu irritieren, dass der Startrichter die Läuferinnen gleich viermal zurückschiessen musste ; beim fünften Versuch zeigte er ( grosszügig ) Einsicht mit den unruhigen Gestalten .";prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
43;VVPP;ADJD;bemessen;14;NZZ_1996_10_01_a276_seg8_s6;11;Full|-2;Schon für die Antike selbst ist der zeitliche Rahmen so grosszügig wie möglich bemessen : dem « Neuen Pauly » gilt alles als zugehörig, was von der Mitte des 2 .;nd;nd;not of interest;;vergleich;;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
44;VVPP;ADJD;unterstützen;23;NZZ_1997_09_11_a28_seg8_s3;22;Full|Psp;Eine besondere Dankbarkeit fühlten die 15 000 Ungarn, die von der Schweiz nach der Niederlage der Revolution aufgenommen und beispiellos grosszügig unterstützt wurden .;prozess;agensorientiert;done;anim_like;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
45;VVFIN;ADJD;teilen;23;NZZ_1996_01_23_a81_seg5_s2;30;Full|3|Sg|Pres|Ind;Mögen die deutschen Konsumenten auch jede Mark zweimal umdrehen, bevor sie für Konsumgüter ausgegeben wird - für eine Reise ins Ausland teilt man das Haushaltsbudget immer noch gerne grosszügig ein .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
46;VVFIN;ADJD;zeigen;13;NZZ_1999_06_21_a10_seg7_s2;21;Full|3|Pl|Pres|Ind;Wo Geld fehlt - wie häufig etwa in afrikanischen Staaten -, zeigen sich Interessenvertreter für eine günstige Presse gerne grosszügig .;prozess;agensorientiert;done;anim;;notwendig;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
47;VVPP;ADJD;entlohnen;7;NZZ_1999_08_30_a95_seg9_s6;6;Full|3|Sg|Pres|Ind;Wenn ein Unternehmen die Mitarbeiter grosszügig entlohnt, hofft es, dank motivierten Arbeitnehmern längerfristig einen Wettbewerbsvorteil zu erzielen .;prozess;agensorientiert;done;anim_like;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
48;VVPP;ADJD;öffnen;8;NZZ_1996_11_02_a200_seg4_s83;7;Full|Psp;Ob Frankreichs Schatulle für seine Südseegebiete grosszügig geöffnet bleibt, auch wenn dereinst nicht mehr das freundschaftliche Gespann Chirac - Flosse die 17 100 Kilometer von Paris nach Papeete überbrückt, ist manchen Insulanern eine bange Frage .;nd;nd;not of interest;;ModPräd;;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
49;VVPP;ADJD;planen;16;NZZ_1996_05_10_a197_seg5_s11;15;Full|Psp;Mit dem Versprechen, das Stadion öfters für leichtathletische Grossanlässe zu benützen, wurde grosszügig geplant und gebaut .;prozess;agensorientiert;done;unknown;ambig degree;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
50;VVFIN;ADJD;zeigen;17;NZZ_1994_02_12_a120_seg4_s19;16;Full|3|Sg|Pres|Ind;Wir wissen, so Starobinski, wie die Geschichte ausgeht, wenn sich Fortuna sehr grosszügig zeigt .;prozess;agensorientiert;done;anim;;notwendig;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
51;VVFIN;ADJD;fallen;25;NZZ_1997_02_17_a65_seg14_s7;37;Full|3|Sg|Past|Ind;Da Panama bei den Rating-Agenturen noch eine Stufe unterhalb des Investment Grade rangiert und weil die Emission auch ein sicherer Erfolg werden sollte, fiel die Ausstattung der Anleihe mit einem Spread von 175 Basispunkten relativ grosszügig aus ( Kroatien, das nur eine Rating-Kategorie höher rangiert, war in der Woche zuvor mit einer Prämie von 80 Basispunkten gekommen ) .;prozess;agensorientiert;done;unknown;;notwendig;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
52;VVFIN;ADJD;überschreiten;24;NZZ_1995_07_31_a59_seg3_s5;21;Full|3|Pl|Pres|Ind;Der regionale Wasserlieferant, die Rand-Wasserbehörde, hat deshalb den Preis für Wassermengen, die ein bestimmtes, nicht allzu grosszügig angesetztes Kontingent überschreiten, kräftig angehoben .;nd;nd;not of interest;;ModADJ;;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
53;VVPP;ADJD;gewähren|währen;11;NZZ_1994_08_29_a88_seg23_s9;9;Full|Psp;"Der Regierungsrat hat wohl der Stadt Zürich bisher grosszügig Fristerstreckungen gewährt ; es fragt sich aber, wie lange ein « fristgemässer » Erlass der Bau- und Zonenordnung noch mit Fristerstreckungen aufgeschoben werden dürfe .";prozess;agensorientiert;done;anim_like;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
54;VVPP;ADJD;subventionieren;13;NZZ_1994_12_19_a97_seg6_s2;12;Full|Psp;Die private Krippe soll von der Stadt Zürich ab kommendem Jahr grosszügig subventioniert werden .;prozess;agensorientiert;done;anim_like;ambig degree;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
55;VVPP;ADJD;berechnen;16;NZZ_1995_08_07_a61_seg6_s4;15;Full|Psp;Die Höhe von Renten und Pensionen wurde zudem im Vergleich zu anderen Ländern äusserst grosszügig berechnet : 2% des letzten Gehaltes und somit nach 40 Arbeitsjahren maximal 80% in der gewerblichen Wirtschaft, im öffentlichen Dienst konnten in manchen Sparten mit zahlreichen Sondervereinbarungen auch 100% erreicht werden .;prozess;agensorientiert;done;unknown;ambig degree;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
56;VVPP;ADJD;greifen;18;NZZ_1995_07_22_a81_seg7_s4;14;Full|Psp;Hatte Frankreich bisher die algerische Regierung diplomatisch voll unterstützt und Algier auch wirtschaftlich grosszügig unter die Arme gegriffen, so beginnt die Regierung Chirac nun zu dem Regime in Algier etwas auf Distanz zu gehen .;prozess;agensorientiert;done;anim_like;ambig degree;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
57;VVFIN;ADJD;walten;9;NZZ_1994_09_26_a147_seg3_s5;6;Full|3|Sg|Past|Ind;Weil Schiedsrichter Vollenweider vorerst sehr grosszügig seines Amtes waltete, arteten die schon früh überaus harten Zweikämpfe mitunter aus .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
58;VVFIN;ADJD;gewähren;61;NZZ_1998_03_26_a19_seg6_s3;59;Full|3|Sg|Past|Ind;Weiter werden die « anhaltenden Greuel » verurteilt, welche Angehörige der früheren rwandischen Armee, der extremistischen Hutu-Milizionäre und deren Verbündete immer noch begehen, und die afrikanischen Staats- und Regierungschefs verpflichten sich, jegliche Aktivitäten extremistischer Netze auf ihren Territorien zu unterbinden - eine deutliche Spitze gegen Kenyas Präsidenten Moi, der rwandischen Extremisten lange Zeit grosszügig Unterschlupf gewährte und dies laut verschiedenen Quellen auch heute noch tut .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
59;VVFIN;ADJD;nehmen;10;NZZ_1993_04_16_a158_seg1_s2;12;Full|3|Sg|Pres|Ind;"Die Finanzhilfe an Russland von rund 18 Mrd. $ nimmt sich grosszügig aus ; bei näherem Hinsehen sind es an wirklich neuen Mitteln aber nur 3 Mrd. $ .";prozess;agensorientiert;problem;inanim;"sd; prädikativ; degree";notwendig;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
60;VVPP;ADJD;dosieren;14;NZZ_1998_10_03_a60_seg1_s4;13;Full|Psp;Die Toleranz gegenüber importierten Verhaltensweisen mag im gelebten Alltag mehr oder weniger grosszügig dosiert sein .;nd;nd;not of interest;;ModPräd;;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
61;VVFIN;ADJD;zeigen;13;NZZ_1994_07_12_a143_seg3_s4;15;Full|3|Pl|Past|Ind;Völlig unbekannte Leute umarmten und küssten sich immer wieder, diverse Restaurantbesitzer zeigten sich grosszügig und verteilten kostenlos Bier, Sekt und andere Getränke, und selbst zwei- bis dreijährige Kleinkinder, mitgenommen von ihren fussballbegeisterten Eltern, trugen das Ihre zur einzigartigen Atmosphäre der allgemeinen Volksbegeisterung bei .;prozess;agensorientiert;done;anim;;notwendig;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
62;VVPP;ADJD;auslegen;13;NZZ_1995_05_10_a134_seg46_s3;12;Full|Psp;Freilich ist die Spontaneität minuziös vorbereitet, und die Regeln werden grosszügig ausgelegt : E-Bass und Hammondorgel etwa zählen durchaus noch zu den unverstärkten Instrumenten .;prozess;agensorientiert;done;unknown;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
63;VVFIN;ADJD;erscheinen;4;NZZ_1997_02_08_a105_seg6_s6;12;Full|3|Pl|Pres|Ind;Die zulässigen Sparbeträge erscheinen auf den ersten Blick als nicht besonders grosszügig .;nd;nd;not of interest;;vergleich;;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
64;VVPP;ADJD;verspielen;38;NZZ_1997_11_07_a190_seg4_s4;37;Full|Psp;Aus Gründen des Prestiges, aber auch der Ökonomie ist es nötig, dass das Team des Schweizer Verbandes bis zum Mai-Termin Goodwill schafft - einen Wert also, den man in den letzten Jahren stets grosszügig verspielt hatte .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
65;VVPP;ADJD;auslegen;15;NZZ_1994_12_22_a126_seg6_s1;14;Full|Psp;Nachdem das Bundesgericht den Begriff der Bahnnebenbetriebe entgegen dem Willen der Stadt sehr grosszügig ausgelegt habe, herrsche in den Bahnhöfen eine « groteske Situation », erklärte Polizeivorstand Robert Neukomm an einer Pressekonferenz .;prozess;agensorientiert;done;anim_like;;notwendig;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
66;VVINF;ADJD;revanchieren;17;NZZ_1999_11_06_a44_seg6_s1;15;Full|-2;Nun hat sich für die Schweden die Gelegenheit ergeben, sich in einem Tauschgeschäft grosszügig zu revanchieren .;prozess;agensorientiert;done;anim;ambig degree;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
67;VVFIN;ADJD;operieren;8;NZZ_1995_01_04_a22_seg2_s20;10;Full|3|Sg|Pres|Ind;Sie ignoriert aber die osmanische Rechtstradition oder operiert allzu grosszügig mit der Möglichkeit einer Enteignung aus öffentlichem Interesse .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
68;VVPP;ADJD;bemessen;15;NZZ_1999_08_10_a178_seg5_s4;14;Full|-2;Das Ladevolumen ist mit minimal 435 l ( auf 1345 l erweiterbar ) grosszügig bemessen .;nd;nd;not of interest;;ModPräd;;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
69;VVINF;ADJD;versorgen;19;NZZ_1999_04_14_a102_seg6_s7;16;Full|-2;Die Schweizerische Nationalbank liess jüngst mehrfach durchblicken, dass sie den Markt nicht mehr so grosszügig mit Liquidität versorgen wird wie in den ersten Monaten seit der Einführung des Euro .;prozess;agensorientiert;done;anim_like;ambig degree;;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
70;VVPP;ADJD;bedachen|bedenken;13;NZZ_1993_12_16_a113_seg3_s8;12;Full|Psp;Sie führen unter anderem ins Feld, die Rettungsjacht sei zu grosszügig bedacht worden .;prozess;Gradadverbial;done;unknown;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
71;VVPP;ADJD;versprechen;16;NZZ_1994_11_18_a46_seg6_s1;15;Full|Psp;Da Steuer- und Gebührenerhöhungen bis auf weiteres, wie man vor der EU-Abstimmung jedenfalls grosszügig versprochen hatte, nicht in Frage kommen, soll das Defizit allein durch Schnitte auf der Ausgabenseite verringert werden .;prozess;agensorientiert;done;anim;;frei;+;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
72;VVPP;ADJD;entschädigen;16;NZZ_1998_02_18_a217_seg3_s25;15;Full|Psp;Auch dies ist ein Verdienst Niggs, dass aufwendig betriebene wertvolle Arbeit auch pekuniär grosszügig entschädigt wird .;prozess;Gradadverbial;done;unknown;ambig agent;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
